name,organizations,organization_id,alternate_name,description,locations,location_id,url,email,phones,contacts,taxonomy,taxonomy_term_id,address,id,status,application_process,interpretation_services,wait_time,fees,accreditations,licenses,schedule,x-details,y-org status,programs
Ferndale Severe Weather Shelter,Ferndale Community Services,rec1j2QGts8EXLdvy,,"Emergency shelter open during severe weather events to provide individuals and families in need with a safe place to sleep, warm food, and referrals to community resources whenever possible. Call or text “help” to (360) 612-5075 for current shelter status and location.



",,,https://ferndalecsc.org/programs/ferndale-severe-weather-shelter-pilot-program/,FerndaleSWS@gmail.com ,(360) 612-5075,,"Emergency Shelter,Temporary Shelter,Housing,Homeless,Emergency","recapxg86Fb9uzqNx, recIPHURqeqTc9JvX, recCKTPd4gJzUTY28, rec7wvcVfmMf7RwS7, recv9Cso39oBw8MCb",,recWHBqobO71IhPSL,,,,,,,,,,Vetted,
Ferndale Holiday Giving Store,Ferndale Community Services,rec1j2QGts8EXLdvy,,"The Holiday Giving Store is set up just like a store, but gifts are free to families that qualify. The store is stocked with a variety of gifts and toys, and warm clothing like pajamas and sweatshirts are available for parents or guardians to choose for each child. Application opens in November.",,,https://ferndalecsc.org/programs/giving-store/,,,,"Goods,Toys & Gifts,Holiday Assistance","recYkNaWD02ZhnpEv, rec7gQR1YEUvAme3l, recqAuN7tbHsKruJw",,recQxLpNbrGWjkuso,,Apply online in November.,,,,,,,,Vetted,
Ferndale Other Bank,Ferndale Community Services,rec1j2QGts8EXLdvy,,"Offers hygiene articles to families with children who qualify for free and reduced lunch in the Ferndale School District, including families with children in Head Start. Qualifying families can drop in once a month on Tuesday morning to receive free items including toilet paper, bar soap, laundry detergent, shampoo, toothbrushes and toothpaste, sanitary pads and tampons, deodorant, razors, diapers.",Ferndale Resource Center,recZJrxDBana9aAPn,https://ferndalecsc.org/programs/other-bank/,,(360) 380-2200,,"Goods,Personal Care Items,Diapers & Formula","recYkNaWD02ZhnpEv, rece3S4OpuUrKdj0j, recxvjjAVP6QClaEE",5694 2nd Ave.,rec5l7pShFpXTkMNR,,,,,,,,recZrUWZkhxrbnxbc,,Vetted,
Ferndale Resource Center,Ferndale Community Services,rec1j2QGts8EXLdvy,,"Services provided onsite include job search assistance, resume, cover letter, and interview assistance, clothing, housewares, bedding, food, shower passes, bus passes, internet, fax and phone access, and connections to basic need and educational resources in Whatcom County.",Ferndale Resource Center,recZJrxDBana9aAPn,https://ferndalecsc.org/programs/resource-center/,info@ferndalecs.org,(360) 380-2200,,"Community Support Services,Navigating the System,Goods,Home Goods,Clothing,Food,Resume Development,Work,Interview Training,Help Find Work,Bus Passes,Computer or Internet Access","recwQuL3cKTIDX0Ib, recjW3uPkRdSkwZwb, recYkNaWD02ZhnpEv, recpXP4yQXZj1q6Sr, recL3UHuwxQb3U60a, rec6msXLncJckr8ek, recTVspbEMb3LtaBC, recgLX6b1UIeYq0PK, recRQuYhSgwkw6jQn, recD0R7SNBKL1THVr, recOVdeeFN71Hnxps, recWlYhypSgHFFWRW",5694 2nd Ave.,recNZJpssJbVqm4wq,,,,,,,,"rec2JSEGN5D8pc5Jr,recbujGVGZOs4UMvE",,Vetted,
Project Hope Community Assistance,Project Hope Lynden ,recEeLmHcipShs7qC,,"Helps Lynden community members with short-term, emergency assistance which may include utilities, rent, clothing, household goods, laundry, and fuel. Call to set up an appointment.",Project Hope,recIgoDRUs3aJySBy,https://www.projecthopelynden.org/community-assistance/,,(360) 354-4673,,"Emergency,Emergency Payments,Help Pay for Housing,Help Pay for Gas,Help Pay for Utilities,Help Pay for Transit,Bus Passes,Clothing,Home Goods,Goods","recv9Cso39oBw8MCb, recZC2bATGtKSdzXU, recJYGDCounIMHC0T, recYPXy5wHUdThBfW, recqJeWfuWoaymxab, recsuoQKj9GsVXX0B, recOVdeeFN71Hnxps, recL3UHuwxQb3U60a, recpXP4yQXZj1q6Sr, recYkNaWD02ZhnpEv",205 S. BC Ave.,recbesc3BBk2Nej0n,,Call to set up an appointment.,,,,,,,,Vetted,
ESL/ELL Classes (A Watered Garden),A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,Non-native English speakers are empowered with tools they can use as members of a growing community through classes for adults in ESL/ELL and Certified Education in Spanish. ,Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com/current-services.html,awateredgardenflc@comcast.net,(360) 393-9352,,"English as a Second Language (ESL),Foreign Languages,Language,Limited English,Immigrants","reccdQfKvmhGIpezE, recbPcAyrh09fZotI, recir4C0jwovrV2mv, reclRlDp8jT4q8xeT, recbiCoPYceNUp021",700 Strandell St.,recoZMx9U1BGBXsI3,,"Download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,$10 per 8 week term,,,,,Vetted,
Conversational Spanish Classes (A Watered Garden),A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,"Native English speakers can cultivate new language skills through conversational Spanish classes.
",Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com/current-services.html,awateredgardenflc@comcast.net,(360) 393-9352,,"Language,Foreign Languages,More Education","recir4C0jwovrV2mv, recbPcAyrh09fZotI, recxkS1dX1ZBiHPth",700 Strandell St.,reca9lZVefH2EOQI8,,"Download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,$5 per weekly session,,,,,Vetted,
GED Class (A Watered Garden),A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,General Education Diploma graduates will find themselves better qualified for employment advancements.,Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com/current-services.html,awateredgardenflc@comcast.net,(360) 393-9352,,"GED/High-School Equivalency,Education,More Education","recMOmf8a3bquZkPG, recOGCSUVHnuizJWp, recxkS1dX1ZBiHPth",700 Strandell St.,recpOPupUC7LU2xad,,"Download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,,,,,,Vetted,
U.S. Citizenship Class (A Watered Garden),A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,Future U.S. Citizens can prepare for the “test” in a safe and trusting environment. Citizenship application help is free.,Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com/current-services.html,awateredgardenflc@comcast.net,(360) 393-9352,,"Citizenship & Immigration,Citizenship,Immigrants","recRYIKf9jodCgKdr, recCWrkR6OTH6jyJB, recbiCoPYceNUp021",700 Strandell St.,rec6DDFGSHdQYNmjs,,"Download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,Free,,,,,Vetted,
Making SMILIES Learning Pathways for Children of Adult Learners,A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,"Children of adult learners grow in their reading, writing and math skills while attending the Making SMILIES Learning Pathways class.
",Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com,awateredgardenflc@comcast.net,(360) 393-9352,,"Children,Education","recH2S9jjAnFPldly, recOGCSUVHnuizJWp",700 Strandell St.,recmXNIbNr1WR9MaL,,"Download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,,,,,,Vetted,
Basic Computer Skills (A Watered Garden),A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,"Students gain knowledge needed for word processing, data entry, resume writing, internet job and information searches.
",Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com/current-services.html,awateredgardenflc@comcast.net,(360) 393-9352,,"Computer Class,Resume Development,Computer or Internet Access,Skills & Training,Education,More Education","recxXf02BG8n1DE35, recTVspbEMb3LtaBC, recWlYhypSgHFFWRW, recbBHt7kGgyMGbns, recOGCSUVHnuizJWp, recxkS1dX1ZBiHPth",700 Strandell St.,rec8klWCHCng4pXT7,,"Download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,,,,,,Vetted,
Community Garden (A Watered Garden),A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,"The community garden grows children's minds as well as fresh produce.
",Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com/current-services.html,awateredgardenflc@comcast.net,(360) 393-9352,,"Community Gardens,Children","recfiKWaizoHZtPlF, recH2S9jjAnFPldly",700 Strandell St.,recUVsoDTgd0CRrEv,,"To participate, download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,,,,,,Vetted,
Nutrition Class (A Watered Garden),A Watered Garden Family Learning Center,recYT1TV8l7wUBqjp,,Families enjoy nutrition classes and sharing recipes with each other. $25 enrollment fee covers cost of materials. Cookbook included.,Everson Seventh Day Adventist Community Services Center,recavW4aMw7kS8JIs,https://awateredgardenflc.weebly.com/current-services.html,awateredgardenflc@comcast.net,(360) 393-9352,,"Nutrition,Nutrition Education,Food,Education","recsjz9aCm9eI3HvD, recxKh3xVgHqKNd5W, rec6msXLncJckr8ek, recOGCSUVHnuizJWp",700 Strandell St.,rec5XTp7vznI5i5Sx,,"Download an application online at awateredgardenflc.weebly.com/current-services.html. Return by email to awateredgardenflc@comcast.net, or mail to AWGFLC PO Box 218, Everson, WA 98247.",,,Enrollment fee,,,,,Vetted,
Familia Latina,Brigid Collins Family Support Center,recwkhSGNR5Q1MUM1,,"Support for families in times of crisis, as well as weekly and monthly classes and activities for the whole family, and parenting classes in Spanish. Services are completely free. ",,,https://www.brigidcollins.org/familia-latina,,"(360) 734-4616,(360) 223-4720",,"Language,Parenting Education,Parents,Families,Immigrants,In Crisis","recir4C0jwovrV2mv, recIYoQCXH2GX4meA, rec4cE8qW6kVNk0bV, recOs8jW9d2WJDhsu, recbiCoPYceNUp021, rectpgGWV6bm6Hz8V",,recuvf8oC3qkbgTCU,,Call for more information.,Spanish Language (in-person),,,,,,,Vetted,
Parent Child Interaction Therapy,Brigid Collins Family Support Center,recwkhSGNR5Q1MUM1,PCIT,"Designed to help both parents and children, PCIT is an intensive treatment program that works with parents and children together to improve the quality of the parent-child relationship and to teach parents the skills necessary to manage their child's severe behavior problems. PCIT is appropriate for children who are between the ages of 2 and 7 and exhibit certain behavioral concerns.",Brigid Collins Family Support Center,recHQ2Ay9nJj1f852,https://www.brigidcollins.org/parent-child-interaction-therapy,,(360) 734-4616,,"Children,Families,Early Childhood Intervention,Specialized Therapy","recH2S9jjAnFPldly, recOs8jW9d2WJDhsu, recoILBn6aJRJVOJz, recTSw8i0MSfoBIGN",1231 N. Garden St.,recXHmlE1MYnt8ta5,,"Call for more information, or to find out if you and your child are eligible.",,,,,,,,Vetted,
Parenting Education (Brigid Collins),Brigid Collins Family Support Center,recwkhSGNR5Q1MUM1,,"Designed to meet the needs of busy parents, Brigid Collins offers affordable, customizable parent coaching and support. Both one-on-one coaching (with a free initial consultation!) and group seminars are available. ",Brigid Collins Family Support Center,recHQ2Ay9nJj1f852,https://www.brigidcollins.org/parenting-education,contact@parenting-academy.org,(360) 922-3600,,"Parenting Education,Parents,Families,Support Groups,One-on-One Support","recIYoQCXH2GX4meA, rec4cE8qW6kVNk0bV, recOs8jW9d2WJDhsu, recrHRnwl3cJ2GqbU, receszGz2p4iqVytY",1231 N. Garden St.,recdNg6ltUZtU4T5d,,"Register online, by phone, or email.",,,Fees vary,,,,,Vetted,
Stewards of Children,Brigid Collins Family Support Center,recwkhSGNR5Q1MUM1,,"This revolutionary program educates adults to recognize and react responsibly to child sexual abuse. It is the only child abuse prevention program shown to increase awareness of child sexual abuse, improve attitudes about adult responsibility and increase protective behaviors. Trainings are offered to the public each month, and facilitators are available to provide trainings for any group of six or more.",Brigid Collins Family Support Center,recHQ2Ay9nJj1f852,https://www.brigidcollins.org/stewards-of-children-1-1,,(360) 734-4616,,,,1231 N. Garden St.,recfybf64lvklT3eu,,"Register online, or call for assistance.",,,,,,,,Vetted,
PeaceHealth Pediatrics,PeaceHealth,recHPMygwYXm5vTh5,,"Pediatric services can help with a child's primary and special health needs, as well as emergencies.",PeaceHealth at Cordata Main,recKyKfOfXUghHXnB,https://www.peacehealth.org/locations/bellingham/peacehealth-pediatrics-cordata-main,,(360) 752-5246,,"Children,Health,Primary Care,Medical Care,Checkup & Test","recH2S9jjAnFPldly, reciYkvwqodZbQOxg, rectgyxTmvkMVIBBC, recAt1RYmyx0kOuIt, rec1kbhC9u3BquA45",4545 Cordata Pkwy.,recF2AaSyFDQJPp0P,,,,,,,,recmBdbsEU85DB33A,,Vetted,
PeaceHealth Family Medicine,PeaceHealth,recHPMygwYXm5vTh5,,PeaceHealth’s family medicine team is here for you through all life stages. The primary care doctor in a family practice is trained in both pediatric and adult medicine. This makes it perfect for families who want care conveniently delivered in the same clinic. Patients can see the same doctor for care from childhood through adulthood.,PeaceHealth at Cordata Main,recKyKfOfXUghHXnB,https://www.peacehealth.org/services/family-medicine,,(360) 752-5165,,"Health,Medical Care,Primary Care,Families,Checkup & Test","reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, rectgyxTmvkMVIBBC, recOs8jW9d2WJDhsu, rec1kbhC9u3BquA45",4545 Cordata Pkwy.,recgCcVSvQuAUhNUw,,,,,,,,"reck8SqkBSGreu8AU,recVl9lr8rOhVONhq,recFYsVu0bevR3V2S",,Vetted,
PeaceHealth Behavioral Health,PeaceHealth,recHPMygwYXm5vTh5,,"Trained behavioral health specialists including psychiatrists, psychologists, social workers, therapists, mental health counselors and other specialists. PeaceHealth Behavioral Health services can treat conditions including addiction, drug & alcohol abuse, anxiety, bipolar disorder, brain disorders, child development conditions, chronic pain, depression, eating disorders, obsessive compulsive disorder, post traumatic stress disorder, and schizophrenia. ",St. Joseph Medical Center,reciMcRIFF83bOfEl,https://www.peacehealth.org/services/behavioral-health,,(360) 734-5400,,"Mental Health Evaluation,Mental Health Care,Mental Illness,Developmental Disability,Medications for Mental Health,Addiction & Recovery,Substance Dependency,Substance Abuse Counseling,Health","rec5MxwiEOufcHbKy, recpSmwmXlthgV7gO, recIaz6o5PzeYsten, recyhyWOEEXd1S4PP, recsow8v5A4oUJJVH, recnlKCi4P14ZAjm6, recU6IywQcWaehPgJ, rec1AihvHCaiMoDtH, reciYkvwqodZbQOxg",2901 Squalicum Pkwy.,recE1ZaWvdLUBCvLx,,,,,,,,,,Vetted,
PeaceHealth Immediate Primary and Urgent Care,PeaceHealth,recHPMygwYXm5vTh5,,"Walk-in and same-day primary care services. Conditions treated include asthma, balance issues, ear problems, food allergies & sensitivities, insect bites & stings, minor aches & pains, minor infections, minor injuries, nasal & sinus problems, and routine illnesses. ","PeaceHealth at Cordata Main,PeaceHealth Same-Day Care at Fairhaven Plaza Clinic","recKyKfOfXUghHXnB, recucNtaaaEgx3nzE",https://www.peacehealth.org/services/immediate-primary-and-urgent-care,,,,"Health,Medical Care,Checkup & Test","reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, rec1kbhC9u3BquA45","4545 Cordata Pkwy.,3125 Old Fairhaven Pkwy.",rece0BpNwKgcnwriJ,,,,,,,,,,Vetted,
PeaceHealth Nutrition Services,PeaceHealth,recHPMygwYXm5vTh5,,"At PeaceHealth, registered dietitians are available to help you learn about nutrition and how to eat better, and nutritional counseling can give you tools to help you improve your diet. Conditions treated include child development conditions, diabetes (type 1, type 2, and gestational), food allergies & sensitivities, heart attack, liver/pancreas/biliary cancers, obesity, thyroid disorders, vascular disease, and women's health issues. ",St. Joseph Medical Center,reciMcRIFF83bOfEl,https://www.peacehealth.org/services/nutrition-services,,(360) 738-2200,,"Nutrition,Nutrition Education,Health","recsjz9aCm9eI3HvD, recxKh3xVgHqKNd5W, reciYkvwqodZbQOxg",2901 Squalicum Pkwy.,rec2XXFJ0qhZ3p5GX,,,,,,,,recb6qcv7bjUd0kyy,,Vetted,
PeaceHealth Primary Care,PeaceHealth,recHPMygwYXm5vTh5,,"Primary care doctors help you stay healthy and prevent illness. Seeing one doctor over many years has benefits, including the relationship you build with someone who understands your history of care. Conditions treated include behavioral health issues, chronic illness, developmental delay/disability, minor aches & pains, minor infections, minor injuries, routine illness, and sexual health. ",PeaceHealth at Cordata Main,recKyKfOfXUghHXnB,https://www.peacehealth.org/services/primary-care,,,,"Primary Care,Health,Checkup & Test,Medical Care","rectgyxTmvkMVIBBC, reciYkvwqodZbQOxg, rec1kbhC9u3BquA45, recAt1RYmyx0kOuIt",4545 Cordata Pkwy.,recVn6xE5quFkjYpK,,,,,,,,,,Vetted,
Pregnancy and Childbirth Care at PeaceHealth,PeaceHealth,recHPMygwYXm5vTh5,,"PeaceHealth and its partner organizations offer prenatal, labor and delivery and postpartum services. You can plan your care to fit your health needs or preferences. Your care team may include specialists in midwifery, high-risk pregnancy, newborn (neonatal) care or breastfeeding.",St. Joseph Medical Center,reciMcRIFF83bOfEl,https://www.peacehealth.org/services/pregnancy-and-childbirth,,(360) 738-6361,,"Pregnant,Maternity Care,Postnatal Care,Women's Health,Health","receH7Eb28JwIIF3S, receACWnJE9wFfvXS, recxsJXbaWBSYkQIA, recoXmcooepmDKEv9, reciYkvwqodZbQOxg",2901 Squalicum Pkwy.,recxACMoZHAbVIKY9,,,,,,,,,,Vetted,
PeaceHealth Women's Health,PeaceHealth,recHPMygwYXm5vTh5,,"The women’s health specialists at PeaceHealth help a woman manage   her body’s changing needs through all of life’s stages — from adolescence to the senior years. Team members may include gynecologists, obstetricians, nurse practitioners, certified mid-wives, pelvic floor specialists or gynecologic surgeons. Conditions treated include benign (noncancerous) gynecologic conditions, bladder or bowel leakage, gynecological cancer, and pelvic problems. ","PeaceHealth OB/GYN at Cordata South,St. Joseph Medical Center","rech4TtOw5nAPiTIr, reciMcRIFF83bOfEl",https://www.peacehealth.org/services/womens-health,,"(360) 752-5280,(360) 738-6361",,"Health,Women's Health,Women","reciYkvwqodZbQOxg, recoXmcooepmDKEv9, recuSuhL2AOVAjlgS","4465 Cordata Pkwy.,2901 Squalicum Pkwy.",recSOkIm5nD6MNRBX,,,,,,,,,,Vetted,
PeaceHealth Emergency Medicine,PeaceHealth,recHPMygwYXm5vTh5,,"The emergency department offers around-the-clock care for serious illnesses and injuries, including heart attack and stroke. Conditions treated include behavioral health emergencies, brain & spine trauma, cerebrovascular emergencies, heart emergencies, orthopedic injuries, overdoses or poisonings, pregnancy complications, respiratory emergencies, and traumatic injuries.",St. Joseph Medical Center,reciMcRIFF83bOfEl,https://www.peacehealth.org/services/emergency-medicine,,(360) 734-5400,,"Emergency,Health,Medical Care,Psychiatric Emergency Services","recv9Cso39oBw8MCb, reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, recEw2UYJyzNSxsk5",2901 Squalicum Pkwy.,recSJOG0p7meedh6w,,,,,,,,,,Vetted,
Our Little Wishes Enrichment Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"Grants Little Wishes to children ages 6 to 18 for ongoing support of lessons and activities including, but not limited to, art lessons, music lessons, martial arts, team sports, swimming lessons, dance, gymnastics, ice skating, ice hockey, horseback riding, and soccer.​",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Financial Assistance,Children,Recreation,Teens","recbgFtOSl3oWCDSE, recH2S9jjAnFPldly, recXSER99ndvVMgCn, rec3MOuAsiEAxOo3z",2505 Cedarwood Ave.,recdHaCEskbFcCs8G,,Visit blueskiesforchildren.org/programs--applications.html for application.,,,,,,,,Vetted,
Our One-Time Little Wishes Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"Grants Little Wishes to children ages 6 to 18 for support of school trip fees, summer camp enrollment fees, bicycle and helmet, special needs equipment, tutoring, computers, school related supplies, sports fees and/or uniforms, cleats, and other items. ",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Children,Financial Assistance,Recreation,Supplies for School,Teens","recH2S9jjAnFPldly, recbgFtOSl3oWCDSE, recXSER99ndvVMgCn, rec8OllsKHnHPj5Jo, rec3MOuAsiEAxOo3z",2505 Cedarwood Ave.,recIeIMhlbXI0k3Ev,,Visit blueskiesforchildren.org/programs--applications.html for application.,,,,,,,,Vetted,
Our Little Wishes Instrument Loaner Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"Loans musical instruments to children who wish to participate in their school band or orchestra, but find they are unable to afford the monthly rental cost of an instrument. ",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Children,Supplies for School,Teens","recH2S9jjAnFPldly, rec8OllsKHnHPj5Jo, rec3MOuAsiEAxOo3z",2505 Cedarwood Ave.,recVnnTE6B8siosxr,,Visit blueskiesforchildren.org/programs--applications.html for application.,,,,,,,,Vetted,
Blue Skies Shoe Distribution Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"The Spring shoe distribution is scheduled for March / May, and Back to School Shoe Give is scheduled for August / September. An appointment must be scheduled in order to receive an application.. ​",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Children,Clothing,Clothes for School,Teens","recH2S9jjAnFPldly, recL3UHuwxQb3U60a, recwWAC5AgF1Jlfsk, rec3MOuAsiEAxOo3z",2505 Cedarwood Ave.,recLGDVTOGCJgJPWR,,"Call to set an appointment, then an application will be mailed to you.",,,,,,,,Vetted,
Blue Skies Back to School Backpack Distribution Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,Brand new backpacks are distributed August 1 through mid-September each year. Call for distribution dates. Blue Skies will provide brand new backpacks for up to five children per family.   ,Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Children,Supplies for School,Teens","recH2S9jjAnFPldly, rec8OllsKHnHPj5Jo, rec3MOuAsiEAxOo3z",2505 Cedarwood Ave.,recv9M0IDwNHP44rO,,Call for distribution dates.,,,,,,,,Vetted,
Blue Skies Winter Warm-Up Distribution Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"Provides children in need with a new or gently used coat, hat, gloves, scarf, hooded sweatshirt and/or blanket. The program is generally available in Fall each year. ",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Children,Clothing,Teens","recH2S9jjAnFPldly, recL3UHuwxQb3U60a, rec3MOuAsiEAxOo3z",2505 Cedarwood Ave.,recyHeAnRpl2r4uwL,,"Call to set an appointment the last week of October, and an application will be mailed to you.​",,,,,,,,Vetted,
Foster Grads Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"A program that supports expenses related to helping foster youth graduate high school and/or enroll in higher education (dependent on funding availability). This program is open but not limited to those living in traditional foster homes, group homes, residential treatment centers, kinship care, independent living programs, and emergency placement centers. See application for eligible expenses.",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Teens,Foster Youth,Adoption & Foster Care,Help Pay for School,Education","rec3MOuAsiEAxOo3z, reclH7DhBYv6jTEiY, rec3OblwwM1LIhz0a, rec9CBn7fr6g8Pg4c, recOGCSUVHnuizJWp",2505 Cedarwood Ave.,recPbef8R7bgCI321,,,,,,,,,,Vetted,
Blue Skies Driver's Education Scholarship   ,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"Scholarship offered to teens ages 15 to 17 who are homeless, low-income, or in foster care. It is a competitive scholarship that requires an application, essay, parent/guardian letter of reference, a third party letter of reference, school grades transcript, and access to a car and auto insurance. Typically, the scholarship grants up to $400 toward driver's education and is limited to a certain number of scholarships available each Spring and Fall. Award is based on both merit and need.​",,,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Teens,Financial Assistance","rec3MOuAsiEAxOo3z, recbgFtOSl3oWCDSE",,recPiixkXiQ7Nokuw,,Visit https://www.blueskiesforchildren.org/programs--applications.html for application.,,,,,,,,Vetted,
Swim to Live Program,Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"Originally established ​In memory of 19 year old Josh Fueston, this program supports children in need who love to swim and wish to participate on a swim team, take swim lessons, or need aquatic therapy.",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Children,Financial Assistance,Recreation,Teens","recH2S9jjAnFPldly, recbgFtOSl3oWCDSE, recXSER99ndvVMgCn, rec3MOuAsiEAxOo3z",2505 Cedarwood Ave.,recYIg4K2N7jjYbzj,,Visit https://www.blueskiesforchildren.org/programs--applications.html for application.,,,,,,,,Vetted,
"The Evan J. Sobjack Memorial Fund, Legends of Mt. Baker ",Blue Skies for Children,rec7sW8SKpiIGB0Pv,,"In memory of Evan J. Sobjack, an avid snowboarder, this fund has been established to support children in need who are interested in learning to snowboard. A Little Wish request for snowboarding may include gear rental, a day pass to Mt. Baker, and/or ski bus fees. ",Blue Skies for Children,recpD00YzHSaqiVat,https://www.blueskiesforchildren.org/programs--applications.html,,(360) 756-6710,,"Children,Teens,Financial Assistance,Recreation","recH2S9jjAnFPldly, rec3MOuAsiEAxOo3z, recbgFtOSl3oWCDSE, recXSER99ndvVMgCn",2505 Cedarwood Ave.,recEStXVKErK65voe,,,,,,,,,,Vetted,
Parent Coalition,The Arc of Whatcom County,recgdgE4uVZ9DalkK,,"Families that need support with services and resources meet with a trained Parent Advocate to formulate a strategy to obtain services tailored to the needs of their family member. These needs may include special education services, future planning for adult services such as guardianship, government assistance such as Medicaid, or conflict resolution regarding standards of care.",The Arc of Whatcom County Dan Godwin Community Center,rec3Y8N3GL0vq1Xbk,https://arcwhatcom.org/wp/programs/parent-coalition/,parentcoalition@arcwhatcom.org,(360) 715-0170 ext. 303,,"Parents,Families,Guardianship,Parenting Education,Disability,Understand Disability,Navigating the System","rec4cE8qW6kVNk0bV, recOs8jW9d2WJDhsu, recztObrlCZ0KxoOp, recIYoQCXH2GX4meA, recLKLYZv41O8jPT4, recCxMWwGxYG6a0sF, recjW3uPkRdSkwZwb",2602 McLeod Rd.,rec0jKHecPZ6QQR2b,,,,,,,,,,Vetted,
Parent to Parent Support Programs,The Arc of Whatcom County,recgdgE4uVZ9DalkK,,"These programs provide emotional support and information to families of children with developmental disabilities, delays, and ongoing health care needs",The Arc of Whatcom County Dan Godwin Community Center,rec3Y8N3GL0vq1Xbk,https://arcwhatcom.org/wp/programs/parent-to-parent/,,"(360) 715-0170 ext. 302,(360) 715-0170 ext. 308 (Spanish)",,"Parents,Peer Support,Disability,Developmental Disability,Support Groups,One-on-One Support","rec4cE8qW6kVNk0bV, recAUFrYX3nmQ2p4Z, recLKLYZv41O8jPT4, recyhyWOEEXd1S4PP, recrHRnwl3cJ2GqbU, receszGz2p4iqVytY",2602 McLeod Rd.,reckelWWiNb23PCw7,,,,,,,,,,Vetted,
