sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,,,,,,us,mailing,whatcom,45736ac7-1ba2-4690-b565-12c171eff056,street_dup,1
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,,,,,,,mailing,,,,0
sea mar community health centers,"provides comprehensive medical, dental, family health planning and social services. multilingual family health workers provide health advocacy and community resource education for limited english-speaking seniors. provides chemical dependency treatment services. outpatient behavioral health clinics provide individual and family counseling, youth anger management, as well as bilingual domestic violence survivor and chemical dependency support groups. operates a combined head start/eceap preschool classroom. provides wic services.",https://www.seamar.org/,,,,,,,mailing,,,,0
planned parenthood,"provides contraception options, pregnancy testing and the hpv vaccine. offers pregnancy options counseling. also offers preventive health care screenings such as breast and pelvic exams, pap smears, and std testing. hiv testing is provided. services are confidential.",http://ppgnhi.org,1530 ellis st,,bellingham,wa,98225,us,mailing,whatcom,,,0
planned parenthood,"provides contraception options, pregnancy testing and the hpv vaccine. offers pregnancy options counseling. also offers preventive health care screenings such as breast and pelvic exams, pap smears, and std testing. hiv testing is provided. services are confidential.",http://ppgnhi.org,1530 ellis st,,bellingham,wa,98225,us,mailing,whatcom,3abb4a34-147a-470b-be02-1e5eeedc01ab,street_dup,1
lutheran counseling network,"provides counseling to individuals, couples and families at several lutheran churches around puget sound.  provides couples therapy and counseling, and therapy for individuals and families, addressing such areas as anxiety, depression, behavioral problems, trauma recovery, parenting, sexuality and spirituality.",http://www.lutherancounseling.net,2600 lakeway dr,,bellingham,wa,98229,us,mailing,whatcom,,,0
ideal option,"provides full service medical treatment for substance use disorder, including buprenorphine program for those with opioid addictions.",https://www.idealoption.com/,205b lilly rd ne,ste b,olympia,wa,98506,us,mailing,thurston,,,0
internal revenue service,provides information for taxpayers with questions regarding their irs taxes.,https://www.irs.gov/help/contact-my-local-office-in-washington,,,,,,us,mailing,whatcom,,,0
internal revenue service,provides information for taxpayers with questions regarding their irs taxes.,https://www.irs.gov/help/contact-my-local-office-in-washington,,,,,,us,mailing,whatcom,3c54877d-df40-4e70-8279-9678af5ac552,street_dup,1
veterans affairs puget sound health care system,"provides inpatient, outpatient and emergency services to meet the medical, surgical and psychiatric needs of eligible veterans, including evaluation, assessment and treatment for substance abuse. three king county outpatient clinics provide primary care, mental health services and social work services.",http://www.pugetsound.va.gov/,1660 s columbian way,,seattle,wa,98108,us,mailing,whatcom,,,0
"answers counseling, consultation and case management","located in eight counties and provide home visiting nursing, behavioral health, dietetic and community health services.",https://www.answerscounseling.org/,,po box 1958,milton,wa,98354,us,mailing,pierce,,,0
bellingham community meal program,provides once a month meals jan-oct to needy individuals and families.,https://www.assumption.org,2116 cornwall ave,,bellingham,wa,98225,us,mailing,whatcom,,,0
bellingham community meal program,provides once a month meals jan-oct to needy individuals and families.,https://www.assumption.org,2116 cornwall aven,,bellingham,wa,98225,us,mailing,whatcom,b37e5638-def3-44de-b8ff-b776bc564f9f,street_dup,1
pioneer human services,"provides a chance for change to people overcoming the challenges of conviction histories, substance use disorders and mental health issues by offering treatment, housing, training and employment services. our vision is a world free from injustice, discrimination and mass incarceration, where everyone has the health, acceptance and opportunity to live their lives to their fullest potential.",http://pioneerhumanservices.org,2030 division st,,bellingham,wa,98226,us,mailing,whatcom,,,0
saint paul's episcopal church,"provides small amounts of emergency financial assistance for transportation, food, utilities and other emergency needs. no support for hotels and car repairs.  very limited support for rent or large (>$200) utility bills from a network of churches.",http://stpaulsbellingham.org,,,,,,us,mailing,whatcom,,,0
whatcom-skagit housing,"provides technical assistance to qualified families who wish to build their own homes in cooperative groups. six to ten very-low to low income families are recruited and assisted in applying for individual home loans, selecting designs, and acquiring construction skills.  participating families make a weekly labor commitment of 35 hours.  program meets federal requirements of usda rural development.  serves whatcom & skagit counties.",http://www.whatcomskagithousing.com,5373 guide meridian,suite e105,bellingham,wa,98226,us,mailing,whatcom,,,0
whatcom-skagit housing,"provides technical assistance to qualified families who wish to build their own homes in cooperative groups. six to ten very-low to low income families are recruited and assisted in applying for individual home loans, selecting designs, and acquiring construction skills.  participating families make a weekly labor commitment of 35 hours.  program meets federal requirements of usda rural development.  serves whatcom & skagit counties.",http://www.whatcomskagithousing.com,5373 guide meridian,suite e105,bellingham,wa,98226,us,mailing,whatcom,ddd8576e-b199-4903-a7e5-872d93b90d4d,street_dup,1
whatcom unified emergency coordination center,provides website information on emergency management and disaster preparedness as well as road closure and disaster kit lists for families and individuals living in the whatcom county area,http://www.whatcomready.org,311 grand avenue,,bellingham,wa,98225,us,mailing,whatcom,,,0
wsu extension - whatcom county,provides wellness and agricultural programs to residents of whatcom county.,https://extension.wsu.edu/whatcom,1000 n forest st,suite 201,bellingham,wa,98225,us,mailing,whatcom,,,0
meridian school district,public school district.,http://www.meridian.wednet.edu/,,,,,,us,mailing,whatcom,,,0
meridian school district,public school district.,http://www.meridian.wednet.edu/,,,,,,us,mailing,whatcom,35acde94-89aa-46a4-b961-15d44aaa1c6d,street_dup,1
meridian school district,public school district.,http://www.meridian.wednet.edu/,,,,,,,mailing,,,,0
ferndale community service cooperative,"offer opportunities to receive and give support to vulnerable families and individuals, including assistance applying for dshs benefits, worksource, and housing.  homeless assistance includes shower vouchers, bus vouchers, referrals and assistance to appropriate programs.  family support programs, financial literacy programs, mental health support group, drug and alcohol counseling.",http://www.ferndalecsc.org,po box 2205,,ferndale,wa,98248,us,mailing,whatcom,,,0
lynden school district,"schools in the lynden school district are lynden high school, lynden middle school, isom intermediate school, fisher elementary school, and bernice vossbeck elementary school.",http://www.lynden.wednet.edu,1203 bradley rd,,lynden,wa,98264,us,mailing,whatcom,,,0
lynden school district,"schools in the lynden school district are lynden high school, lynden middle school, isom intermediate school, fisher elementary school, and bernice vossbeck elementary school.",http://www.lynden.wednet.edu,1203 bradley rd,,lynden,wa,98264,us,mailing,whatcom,d4c2bf6d-24ad-4ede-9661-4eba70befda7,street_dup,1
sean humphrey house,"sean humphrey house’s mission is to optimize the quality of life for low-income individuals living with hiv/aids, who may also suffer from other diseases and disabilities, and who are unable to live independently.",http://www.seanhumphreyhouse.org,1630 h st,,bellingham,wa,98225,us,mailing,whatcom,,,0
dshs developmental disabilities administration,"serves as the point of entry for all of the administration's services to people with developmental disabilities. provides case management, family support and residential services, employment and community access.",https://www.dshs.wa.gov/dda,,,,,,us,mailing,whatcom,,,0
dshs developmental disabilities administration,"serves as the point of entry for all of the administration's services to people with developmental disabilities. provides case management, family support and residential services, employment and community access.",https://www.dshs.wa.gov/dda,,,,,,us,mailing,whatcom,6dfbeb72-e2e8-40d9-b90f-ccc7cb4318fb,street_dup,1
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,po box 602,,bellingham,wa,98227,us,mailing,whatcom,,,0
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,po box 602,,bellingham,wa,98227,us,mailing,whatcom,51429714-7f41-4eef-af8d-237ed8a90494,street_dup,1
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,,,,,,us,mailing,,,,0
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,,,,,,us,mailing,,91d3a933-b33e-434a-a1af-6d78426ce59b,street_dup,1
bellingham central lions club,"service organization that provides volunteers and financial assistance to people and public service programs in bellingham and whatcom county, and supports international service through the lions clubs international foundation (lcif).",http://www.bellinghamcentrallions.org,,,,,,,mailing,,,,0
whatcom family ymca,"social service organization providing program for all ages.  primary programs include childcare, aquatics, youth fitness and enrichment, leadership development and healthy lifestyle/fitness opportunities for adults and seniors.",http://whatcomymca.org,1256 north state street,,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom family ymca,"social service organization providing program for all ages.  primary programs include childcare, aquatics, youth fitness and enrichment, leadership development and healthy lifestyle/fitness opportunities for adults and seniors.",http://whatcomymca.org,1256 north state st,,bellingham,wa,98225,us,mailing,whatcom,640158ef-e757-47ab-8577-c70b847f1e2d,street_dup,1
whatcom family ymca,"social service organization providing program for all ages.  primary programs include childcare, aquatics, youth fitness and enrichment, leadership development and healthy lifestyle/fitness opportunities for adults and seniors.",http://whatcomymca.org,2415 rimland dr,,bellingham,wa,98226,us,mailing,whatcom,,,0
"sunrise services, inc.","sunrise services provides experience in supporting people with all forms of physical, mental and developmental disabilities and seniors.  they offer a wide range of customizable residential and in-home services for the elderly and adults with disabilities, as well as supported employment opportunities and other programs, including: caregiver training, community behavioral health services, vocational assistance/job placement.",https://sunriseservicesinc.com,,,,,,us,mailing,whatcom,,,0
"sunrise services, inc.","sunrise services provides experience in supporting people with all forms of physical, mental and developmental disabilities and seniors.  they offer a wide range of customizable residential and in-home services for the elderly and adults with disabilities, as well as supported employment opportunities and other programs, including: caregiver training, community behavioral health services, vocational assistance/job placement.",https://sunriseservicesinc.com,,,,,,us,mailing,whatcom,861d0e4c-bce7-4744-97a9-ed2469cf5c29,street_dup,1
"sunrise services, inc.","sunrise services provides experience in supporting people with all forms of physical, mental and developmental disabilities and seniors.  they offer a wide range of customizable residential and in-home services for the elderly and adults with disabilities, as well as supported employment opportunities and other programs, including: caregiver training, community behavioral health services, vocational assistance/job placement.",https://sunriseservicesinc.com,,,,,,us,mailing,whatcom,,,0
domestic violence and sexual assault services of whatcom county,supports individuals affected by domestic violence and sexual assault and provides community education. all services are free and confidential.,http://www.dvsas.org,1407 commercial st,,bellingham,wa,98225,us,mailing,whatcom,,,0
domestic violence and sexual assault services of whatcom county,supports individuals affected by domestic violence and sexual assault and provides community education. all services are free and confidential.,http://www.dvsas.org,1407 commercial street,,bellingham,wa,98225,us,mailing,whatcom,52f460ea-c167-4026-88f6-1390543f7f45,street_dup,1
city of bellingham,"the city of bellingham, which serves as the",https://cob.org,210 lottie st,,bellingham,wa,98225,us,mailing,whatcom,,,0
city of bellingham,"the city of bellingham, which serves as the",https://cob.org,210 lottie st,,bellingham,wa,98225,us,mailing,whatcom,48d5ee09-b0db-4f5e-bba8-298952c7fc52,street_dup,1
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,1111 cornwall avenue suite c,,bellingham,wa,98225,us,mailing,whatcom,,,0
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,1111 cornwall avenue suite c,,bellingham,wa,98225,us,mailing,whatcom,e9f4ee21-9135-464e-8363-539d1375e5c9,street_dup,1
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,2750 mcleod rd,,bellingham,wa,98225,us,mailing,whatcom,,,0
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,2750 mcleod road,,bellingham,wa,98225,us,mailing,whatcom,d0eb35c3-b1a3-49ff-ac18-29a198f67046,street_dup,1
opportunity council in whatcom county,"provides a range of services including helping people in crisis meet immediate needs while providing long-term support. we shelter people who are homeless, feed people who are hungry, prepare young children for school, help keep people safe and warm through the winter, and more.",http://www.oppco.org,,,,,,us,mailing,whatcom,,,0
volunteer center of whatcom county,"links volunteers of all ages who want to contribute their talent and time to partner organizations - schools, health care facilities, government agencies, and a wide range of nonprofits throughout whatcom county.",http://www.whatcomvolunteer.org,1111 cornwall avenue,,bellingham,wa,98225,us,mailing,whatcom,,,0
volunteer center of whatcom county,"links volunteers of all ages who want to contribute their talent and time to partner organizations - schools, health care facilities, government agencies, and a wide range of nonprofits throughout whatcom county.",http://www.whatcomvolunteer.org,1111 cornwall avenue,,bellingham,wa,98225,us,mailing,whatcom,a3b01795-0c9a-4dce-a92d-2df45542481f,street_dup,1
whatcom dispute resolution center,"provides and promotes constructive and collaborative approaches to conflict.  we recognize that conflict is a normal and natural part of life, and offer mediation, facilitation, coaching, supervised visitation and community education services to youth and adults.",http://www.whatcomdrc.org,"13 prospect st, suite 201",,bellingham,wa,98225,us,mailing,whatcom,,,0
northwest regional council,"this is an association of governments including island, san juan, skagit and whatcom counties.",http://www.nwrcwa.org,,,,,,us,mailing,whatcom,,,0
northwest regional council,"this is an association of governments including island, san juan, skagit and whatcom counties.",http://www.nwrcwa.org,,,,,,us,mailing,whatcom,44f7fc3d-86c8-451f-adae-4f9ce533eec4,street_dup,1
northwest workforce council,"the council is dedicated to addressing the full spectrum of workforce needs through an outcome and customer based model that addresses the needs of both employers and job seekers.   we envision that a cohesive workforce strategy created through the common goals of business, education, labor, and community organizations will yield strong economic outcomes and an adaptable and skilled workforce.",http://www.nwboard.org/,po box 2009,,bellingham,wa,98227,us,mailing,whatcom,,,0
northwest workforce council,"the council is dedicated to addressing the full spectrum of workforce needs through an outcome and customer based model that addresses the needs of both employers and job seekers.   we envision that a cohesive workforce strategy created through the common goals of business, education, labor, and community organizations will yield strong economic outcomes and an adaptable and skilled workforce.",http://www.nwboard.org/,po box 2009,,bellingham,wa,98227,us,mailing,whatcom,01b9c15b-c8d1-4adf-8493-2a5091e975ea,street_dup,1
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,220 unity street,,bellingham,wa,98225,us,mailing,whatcom,,,0
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,,,,,,us,mailing,whatcom,,,0
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,,,,,,us,mailing,whatcom,43459bba-d71a-4552-a95d-b12a160c369c,street_dup,1
unity care northwest,"offers affordable primary care, dental, behavioral health, and pharmacy services for children and adults in whatcom county.",http://unitycarenw.org,,,,,,us,mailing,whatcom,,,0
whatcom council on aging,"provides nutrition, preventative health, and senior center services. whatcom council on aging is a non-profit organization serving the needs of seniors in whatcom county. this includes senior center programming, the whatcom san juan nutrition program (meals on wheels and senior lunches), and the wellness program for lectures, health screenings and strength training classes.",https://whatcomcoa.org,315 halleck st,,bellingham,wa,98225,us,mailing,whatcom,,,0
united way of whatcom county,"we all win when a child succeeds, when a neighborhood turns around, and when everyone is in good health. this is united way of whatcom county's vision for a strong community. united way of whatcom county is using a variety of tactics and information on current issues to change lives and solve community-wide conditions by focusing on specific goals in education, income, and health.",http://www.unitedwaywhatcom.org,1500 cornwall ave. ste 203,,bellingham,wa,98225,us,mailing,whatcom,,,0
united way of whatcom county,"we all win when a child succeeds, when a neighborhood turns around, and when everyone is in good health. this is united way of whatcom county's vision for a strong community. united way of whatcom county is using a variety of tactics and information on current issues to change lives and solve community-wide conditions by focusing on specific goals in education, income, and health.",http://www.unitedwaywhatcom.org,1500 cornwall ave. ste 203,,bellingham,wa,98225,us,mailing,whatcom,c5121f1f-8ad2-46e1-8c60-a27c6894c832,street_dup,1
foothills food bank,we distribute nutritious food to anyone in need.,http://www.foothillsfoodbank.org,5568 mt. baker hwy,,deming,wa,98244,us,mailing,whatcom,,,0
foothills food bank,we distribute nutritious food to anyone in need.,http://www.foothillsfoodbank.org,,,,,,us,mailing,whatcom,,,0
foothills food bank,we distribute nutritious food to anyone in need.,http://www.foothillsfoodbank.org,,,,,,us,mailing,whatcom,efe5ae4c-26b4-42a9-9827-7ff301ed94aa,street_dup,1
whatcom community college (wcc),"whatcom community college is a regionally and nationally accredited two-year college with an accomplished faculty and staff who serve 11,000 students annually. on its campus and through online courses.  whatcom community college offers transfer degrees, professional and technical training programs, as well as basic education, job skills, and community & continuing education classes.",http://whatcom.edu,237 w kellogg rd,,bellingham,wa,98226,us,mailing,whatcom,,,0
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,311 grand ave,,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,311 grand ave.,,bellingham,wa,98225,us,mailing,whatcom,1ad929f1-dd4c-43ce-b792-c9aa7063d183,street_dup,1
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,332 north commercial street,suite 220,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,332 north commercial st,suite 220,bellingham,wa,98225,us,mailing,whatcom,de8ae7dc-76e7-4719-83f0-c706f040a741,street_dup,1
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,,,,,,us,mailing,,,,0
whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,,,,,,us,mailing,,88b8bb69-d81f-45d3-a086-0d8cdc687225,street_dup,1
whatcom transportation authority (wta),"provides fixed route, paratransit and vanpool service throughout whatcom county.",http://www.ridewta.com,4111 bakerview spur,,bellingham,wa,98226,us,mailing,whatcom,,,0
whatcom transportation authority (wta),"provides fixed route, paratransit and vanpool service throughout whatcom county.",http://www.ridewta.com,4111 bakerview spur,,bellingham,wa,98226,us,mailing,whatcom,90cb3fb4-6fa7-4eac-adb4-5a3664fbfdb3,street_dup,1
ywca of bellingham,ywca bellingham provides emergency and transitional housing for single women in whatcom county.,http://www.ywcabellingham.org,1026 n forest st,,bellingham,wa,98225,us,mailing,whatcom,,,0
ywca of bellingham,ywca bellingham provides emergency and transitional housing for single women in whatcom county.,http://www.ywcabellingham.org,1026 n forest str,,bellingham,wa,98225,us,mailing,whatcom,9f6330e6-c0eb-496d-a7d1-c76c87dcbd29,street_dup,1
usda,resources and information for the agricultural community.,,,,,,,us,mailing,,,,0
usda,resources and information for the agricultural community.,,,,,,,us,mailing,,,,0
usda,resources and information for the agricultural community.,,,,,,,us,mailing,,0fc0b522-2a43-4ed8-82e7-130260edd1de,street_dup,1
usda,resources and information for the agricultural community.,,,,,,,us,mailing,,,,0
usda,resources and information for the agricultural community.,,,,,,,us,mailing,,,,0
usda,resources and information for the agricultural community.,,,,,,,us,mailing,,b098e26a-2395-408d-8e16-4d9a807e5d24,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,b160d771-e8da-45d8-9c84-ebde9c46e9b1,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,057ac832-87d8-4d0a-825d-0d0e029df893,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,f5221c75-96d3-4804-841b-4b6588bbc0ab,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,38dfe8f1-4cfa-420b-afdb-314f2f9ff032,street_dup,1
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,,,0
north sound cooling centers,cooling center locations for north sound counties.,,,,,,,,mailing,,c810eeb5-8e87-4102-ac9e-0e7f2bc96d3b,street_dup,1
opportunity council - east whatcom regional resource center,"connects people with community resources to help meet basic needs such as clothing, blankets, food, household items, personal hygiene products, transportation and more.  provides head start, community activities on site, and information and referrals to community programs.",https://www.oppco.org/ewrrc,,,,,,,mailing,,,,0
opportunity council - east whatcom regional resource center,"connects people with community resources to help meet basic needs such as clothing, blankets, food, household items, personal hygiene products, transportation and more.  provides head start, community activities on site, and information and referrals to community programs.",https://www.oppco.org/ewrrc,,,,,,,mailing,,578b14dc-d9bb-43ce-972b-b799eb867a4b,street_dup,1
acme elementary school,,https://www.mtbaker.wednet.edu/o/acme,5200 turkington rd,,acme,wa,98220,us,physical,whatcom,,,0
kids in motion therapy clinic,,,"4152 meridian st,suite 105",,bellingham,wa,98226,us,physical,whatcom,,,0
kids in motion therapy clinic,,,"4152 meridian st,suite 105",,bellingham,wa,98226,us,physical,whatcom,8718f344-c97d-430a-aa7b-a184f2b40ced,street_dup,1
max higbee center,,,"1210 bay st,suite,#102",,bellingham,wa,98225,us,physical,whatcom,,,0
max higbee center,,,"1210 bay st,suite,#102",,bellingham,wa,98225,us,physical,whatcom,80c1f9d7-7db6-449b-8451-b7ae270b67a4,street_dup,1
blaine food bank,"this food bank serves residents of blaine, custer, birch bay & semihamoo.",https://www.blainefoodbank.org/,500 c st,,blaine,wa,98230,us,physical,whatcom,,,0
faces northwest,,,po box 30943,,bellingham,wa,98228,us,physical,whatcom,,,0
squalicum high school,,,3773 e mcleod rd,,bellingham,wa,98226,us,physical,whatcom,,,0
squalicum high school,,,3773 e mcleod rd,,bellingham,wa,98226,us,physical,whatcom,9cb14968-d994-4144-bdbd-07b3a7cf254a,street_dup,1
sehome high school,,,2700 bill mcdonald pkwy,,bellingham,wa,98225,us,physical,whatcom,,,0
sehome high school,,,2700 bill mcdonald pkwy,,bellingham,wa,98225,us,physical,whatcom,5290ba22-197c-4957-b920-31ebafc810d5,street_dup,1
nooksack valley school,,,3326 e badger rd,,everson,wa,98247,us,physical,whatcom,,,0
whatcom county health department,,https://www.whatcomcounty.us/360/health-department,1500 n state st,,bellingham,wa,98225,us,physical,whatcom,,,0
blaine school district - play & learn group,birch bay bible community church,,4460 bay rd,,blaine,wa,98230,us,physical,whatcom,,,0
blaine school district - play & learn group,birch bay bible community church,,4460 bay rd.,,blaine,wa,98230,us,physical,whatcom,70003059-c90f-4f20-9b87-f0fe0313eaf8,street_dup,1
project hope,,https://www.projecthopelynden.org/project-hope-food-bank/,205 s british columbia ave,,lynden,wa,98264,us,physical,whatcom,,,0
project hope,,https://www.projecthopelynden.org/project-hope-food-bank/,205 s british columbia ave.,,lynden,wa,98264,us,physical,whatcom,54ef9a5e-88b4-4526-b873-76bfedf62d82,street_dup,1
bellingham unitarian fellowship - humanitas ministry,"the humanitas ministry provides limited financial assistance to residents of whatcom county who are in need. typical requests may include a monthly bus pass, groceries, gasoline, camping gear, assistance with utilities, or other necessities.",https://www.humanitasministry.org/,1207 ellsworth st,,bellingham,wa,98225,us,physical,whatcom,,,0
foothills food bank (saint peter’s church),,,"east whatcom regional resource center,8255 kendal road",,maple falls,wa,98266,us,physical,whatcom,,,0
laurel community baptist church,,,162 w laurel rd,,bellingham,wa,98226,us,physical,whatcom,,,0
laurel community baptist church,,,162 w laurel rd.,,bellingham,wa,98226,us,physical,whatcom,04f308ca-bcb7-40e5-aaf6-0fa1043c3817,street_dup,1
harmony elementary school,this school is part of the mt baker school district.,https://www.mtbaker.wednet.edu/o/harmony,5060 sand rd,,bellingham,wa,98226,us,physical,whatcom,,,0
kendall elementary school,this elementary school is part of the mt. baker school district.,https://www.mtbaker.wednet.edu/o/kendall,7547 kendall rd,,maple falls,wa,98266,us,physical,whatcom,,,0
whatcom county dental resource list,,,800 e chestnut ll suite 2,,bellingham,wa,98227,us,physical,whatcom,,,0
whatcom county dental resource list,,,800 e chestnut ll suite 2,,bellingham,wa,98227,us,physical,whatcom,fcbaaaee-f0b4-45f3-9690-98abc5020122,street_dup,1
ferndale school district,,,"early learning center,5275 nw dr,#26",,ferndale,wa,98248,us,physical,whatcom,,,0
nooksack valley food bank,,,204 n washington,,everson,wa,98247,us,physical,whatcom,,,0
satellite food bank at christ the king community church,,,4173 meridian st,,bellingham,wa,98226,us,physical,whatcom,,,0
satellite food bank at christ the king community church,,,4173 meridian street,,bellingham,wa,98226,us,physical,whatcom,45087d7e-1073-4f9d-abe0-c99b877a30f2,street_dup,1
whatcom taking action,"provides phone screening, intake & referrals for children with special health care needs.",https://whatcomtakingaction.org/,1111 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
washington hands and voices,,,"2950 newmarket st,suite 101-124",,bellingham,wa,98226,us,physical,whatcom,,,0
lydia place,,https://lydiaplace.org/,1701 gladstone street,,bellingham,wa,98229,us,physical,whatcom,,,0
lydia place,,https://lydiaplace.org/,1701 gladstone st,,bellingham,wa,98229,us,physical,whatcom,877d3950-a2a6-44e9-ae47-c7388caea663,street_dup,1
bellingham parks & recreation,,,3424 meridian st,,bellingham,wa,98225,us,physical,whatcom,,,0
hillcrest church,,,1504 larrabee ave,,bellingham,wa,98225,us,physical,whatcom,,,0
northwest regional council,"you must be enrolled in apple health (medicaid) in san juan, skagit, island, or whatcom county, and your transportation needs must be for a medical appointment such as: dialysis, ob, medical, dental, scheduled covid-19 vaccines appointments, etc.pease call at least at least 7-14 days before of your appointment. if you request transportation less than 2 business days before your appointment, they may not be able to schedule transportation for you.trips are paid by client’s medicaid coverage.the most common types of transportation available include:- bus tickets and passes- gas vouchers- intercity buses (such as greyhound)- wheelchair van/cabulance- ferry tickets- air & water taxi- taxi- uber",,"600 lakeway dr,suite 100",,bellingham,wa,98225,us,physical,whatcom,,,0
northwest regional council,"you must be enrolled in apple health (medicaid) in san juan, skagit, island, or whatcom county, and your transportation needs must be for a medical appointment such as: dialysis, ob, medical, dental, scheduled covid-19 vaccines appointments, etc.pease call at least at least 7-14 days before of your appointment. if you request transportation less than 2 business days before your appointment, they may not be able to schedule transportation for you.trips are paid by client’s medicaid coverage.the most common types of transportation available include:- bus tickets and passes- gas vouchers- intercity buses (such as greyhound)- wheelchair van/cabulance- ferry tickets- air & water taxi- taxi- uber",,"600 lakeway dr,suite 100",,bellingham,wa,98225,us,physical,whatcom,dc56ba70-b5ec-4504-b24a-88592c0325d6,street_dup,1
rebound families (whatcom county),,,"316 e mcleod rd,suite 102",,bellingham,wa,98226,us,physical,whatcom,,,0
point roberts food bank,,,1480 gulf rd,,point roberts,wa,98281,us,physical,whatcom,,,0
bellingham public library,,,210 central ave,,bellingham,wa,98227,us,physical,whatcom,,,0
bellingham public library,,,210 central aven,,bellingham,wa,98227,us,physical,whatcom,48f9d8e4-84ae-4437-97f2-d32a6a53c907,street_dup,1
ferndale community service cooperative - resource center,,,5694 2nd ave,,ferndale,wa,98248,us,physical,whatcom,,,0
ferndale community service cooperative - resource center,,,5694 2nd aven,,ferndale,wa,98248,us,physical,whatcom,824c4ced-df37-43c4-adc2-3a5d4aff1ba0,street_dup,1
satellite food bank at alderwood elementary,,,3400 hollywood ave,,bellingham,wa,98225,us,physical,whatcom,,,0
