id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses,x_legacy_id,x_total_units,x_need,x_target_populations,x_age_range,x_capacity_type,x_dshs_region,x_public_view,x_option_status,x_staff_notes,x_edit_notes,x_keywords
6210,2451,,Adult Dental Clinics,,Provides dental services for adults. Some clinics may accept Apple Health (Medicaid). while others may offer a sliding fee scale or reduced rate program. Please call for more information as services and coverage may be limited.,https://unitycarenw.org/,,active,,,,,,,15352,,,,,,3,Informational,Active,"Unity Care NW offers:Behavioral health services that are integrated with your medical care during your office visitTraditional counseling and psychiatric services for those needing a little more careCase Management services to help you access other community resources you need to be healthy, such as housing, food, and legal assistanceSupport and wellness groupsAt Unity Care NW, coordinated, integrated behavioral health care means that:You can work directly with a Behavioral Health provider at your medical visit.Behavioral health counselors and case managers are part of your primary care medical team.All of our counselors and psychiatric providers work closely with your Primary Care Provider and may assist with medication management. Together, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, and lifestyle changes.You can receive a referral to Unity Care NW psychiatrists for medication management.Behavioral health staff can refer you to other community mental health counselors for low-cost mental health counseling or provide mental health counseling at our health center.We can help you address such concerns as depression, anxiety, post-traumatic stress disorder, smoking cessation, substance use, and chronic conditions. For patients receiving behavioral health counseling from community providers, our staff will help coordinate your care.Support and Wellness GroupsUnity Care NW offers a variety of wellness groups to help you improve your health. Our behavioral health groups provide a safe environment to work through symptoms, decrease isolation, and provide support.We offer groups such as: Wellness Skills, Smoking Cessation, Food Sense, and Chronic Pain Management. For information about current and upcoming classes, check out our Wellness Group calendar or contact our Behavioral Health Coordinator at (360) 788-2660.*Dental Care*Adult Dental Care OverviewAdult dental care is one of the most needed but least available services in Whatcom County. An estimated 45,000 Whatcom County residents lack access to dental care. Unity Care NW has expanded its dental facilities in recent years, but we are still only able to meet a small portion of the need. We are committed to continuing to work with the community to expand services and access to adult dental care. In the meantime, we prioritize dental care for the following groups:Pregnant womenParents of our pediatric patientsOur established pediatric dental patients once they reach adulthoodPeople living with HIVDevelopmentally disabled patientsAdults with dental emergenciesMedical patients with certain health conditions who are referred by their providerFor more information about access to our dental services, please call us at (360) 676-6177.",,"adult, adult dental, adult dental clinics, root canal, bridge, filling, cleaning, teeth, ache, dentures, crown, tooth, pulled, endodontist, gum disease, gingivitis, plaque, novocaine"
6211,2451,,Community Mental Health Resources,,Provides counseling & behavioral health services and accepts Apple Health (Medicaid). Some clinics may offer a reduced rate or sliding fee scale. Please call for more details on specific services.,https://unitycarenw.org/,,active,,,,,,,15353,,,,,,3,Informational,Active,"Unity Care NW offers:Behavioral health services that are integrated with your medical care during your office visitTraditional counseling and psychiatric services for those needing a little more careCase Management services to help you access other community resources you need to be healthy, such as housing, food, and legal assistanceSupport and wellness groupsAt Unity Care NW, coordinated, integrated behavioral health care means that:You can work directly with a Behavioral Health provider at your medical visit.Behavioral health counselors and case managers are part of your primary care medical team.All of our counselors and psychiatric providers work closely with your Primary Care Provider and may assist with medication management. Together, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, and lifestyle changes.You can receive a referral to Unity Care NW psychiatrists for medication management.Behavioral health staff can refer you to other community mental health counselors for low-cost mental health counseling or provide mental health counseling at our health center.We can help you address such concerns as depression, anxiety, post-traumatic stress disorder, smoking cessation, substance use, and chronic conditions. For patients receiving behavioral health counseling from community providers, our staff will help coordinate your care.Support and Wellness GroupsUnity Care NW offers a variety of wellness groups to help you improve your health. Our behavioral health groups provide a safe environment to work through symptoms, decrease isolation, and provide support.We offer groups such as: Wellness Skills, Smoking Cessation, Food Sense, and Chronic Pain Management. For information about current and upcoming classes, check out our Wellness Group calendar or contact our Behavioral Health Coordinator at (360) 788-2660.*Dental Care*Adult Dental Care OverviewAdult dental care is one of the most needed but least available services in Whatcom County. An estimated 45,000 Whatcom County residents lack access to dental care. Unity Care NW has expanded its dental facilities in recent years, but we are still only able to meet a small portion of the need. We are committed to continuing to work with the community to expand services and access to adult dental care. In the meantime, we prioritize dental care for the following groups:Pregnant womenParents of our pediatric patientsOur established pediatric dental patients once they reach adulthoodPeople living with HIVDevelopmentally disabled patientsAdults with dental emergenciesMedical patients with certain health conditions who are referred by their providerFor more information about access to our dental services, please call us at (360) 676-6177.",,"Community Mental Health Resources, mental health, mental, counseling, counselor, therapy, crisis, behavior, behavioral health, evaluation, depression, anxiety, suicide, RSN, psychologist, psychiatrist, ADD, ADHD, divorce, separation, stress, crazy, strange, bipolar, manic depression, psychosis, eating disorders, obsessive compulsive disorder, panic attacks, panic disorders, schizophrenia, mood disorders, infant mental health, PCIT, parent child interactive therapy, grief, grieving, emotional, therapist, family therapy, relationship therapy, marriage therapy, parent child therapy"
6212,2452,,Birth Control Services (Family Planning),,"Offers family planning services, including annual exams and birth control options. Clinics may accept Apple Health (Medicaid) and may offer a sliding fee for the uninsured.",http://unitycarenw.org/,,active,,,,,,,2945,,,,,,3,Informational,Active,,,"free condoms, birth control, pill, the patch, birthcontrol, the pill, morning after pill, planB, plan b, IUD, depo, deprovera, depo-provera, depoprovera, shot, implant, nuvaring, vaginal ring, contraception, essure, tubal ligation, tubes tied, planned parenthood, Cedar River Clinic, Family Planning Nurse"
6213,2452,,STD Screening,,Offers STD (Sexual Transmitted Disease) & STI (Sexually Transmitted Infection) screenings. Accepts Apple Health (Medicaid) and may offer reduces rates or a sliding fee scale for pay.,http://unitycarenw.org/,,active,,,,,,,2947,,,,,,3,Informational,Active,,,"STD Screening, STDs, STD, std screening, STD Treatment, STI, test, gonorrhea, testing, syphilis, genital, herpes, sexual contact, Chlamydia, HPV"
6214,2452,,Immunization Clinics,,Provides children's immunizations and accepts Apple Health (Medicaid). Offers a sliding scale for the uninsured.,http://unitycarenw.org/,,active,,,,,,,959,,,,,,3,Informational,Active,,,"Immunization Clinics, vaccine, vaccines, shots, shot, immunize, immunizations, vaccination, immunization clinics, mmr, varicella, chicken pox, pertussis, whooping cough, Tetanus, measles, rotavirus, flu, flu shot, influenza, vaccinations, HPV, Dtap, Tdap, Measels, polio,"
6215,2452,,Pregnancy Testing,,Free or low cost pregnancy tests,http://unitycarenw.org/,,active,,,,,,,960,,,,,,3,Informational,Active,"Unity Care NW offers primary and preventive health care for people at every age. We have a full range of family practice and urgent medical services:*Medical Services:*-   well-child exams-   immunizations-   women’s health care-   diagnosis and treatment of acute illness-   urgent care-   on-site testing and laboratory services-   behavioral health care-   care of chronic illness, such as diabetes, heart disease and HIV/AIDS-   prescriptionsUnity Care NW’s dental program provides services for all ages. We focus on early screening for children and sealants for school-age children. Dental services include:*Dental Services:*-   X-rays-   Exams-   Cleanings-   Sealants-   Fluoride treatment-   Fillings (restorative care)-   Removing teeth (extractions)-   Information on how to care for your teeth*Behavioral Health Services:*Mental and emotional health is an important part of overall health. Our behavioral health providers work closely with your PCP. Working together with you, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, post-traumatic stress disorder, smoking cessation and chronic conditions.*Payment options:*Unity Care NW accepts Healthy Options, Medicare, Medicaid, the Basic Health Plan, DSHS , and most private insurance. For people who do not have insurance, we discount our charges on a sliding fee scale based on household size and income. No one is ever denied services because of an inability to pay.",,"pregnancy test, unplanned pregnancy, pregnant, Pregnancy Testing, pregnancy testing, pregnancy"
6216,2452,,Community Clinics,,Provide general medical care for families & individuals and accept Apple Health (Medicaid). Also offers a sliding fee scale for the uninsured.,http://unitycarenw.org/,,active,,,,,,,2944,,,,,,3,Informational,Active,,,"Community Clinics, community clinics, medical care, health, doctor, MD, adult, uninsured, sliding discount, low cost, low-cost, provider, pediatrician, family, sick, check-up, checkup, nurse, clinic clinics, medicaid, HealthPoint, Health Point, Sea Mar, seamar, low cost clinic, sliding fee, unpaid medical bills, doctor's office, seen by a doctor, medical care,Sea Mar Community Health Center, Community Health Care Center, Family Health"
6217,2452,,Community Mental Health Resources,,Provides counseling & behavioral health services and accepts Apple Health (Medicaid). Some clinics may offer a reduced rate or sliding fee scale. Please call for more details on specific services.,http://unitycarenw.org/,,active,,,,,,,2946,,,,,,3,Informational,Active,"Unity Care NW offers primary and preventive health care for people at every age. We have a full range of family practice and urgent medical services:*Medical Services:*-   well-child exams-   immunizations-   women’s health care-   diagnosis and treatment of acute illness-   urgent care-   on-site testing and laboratory services-   behavioral health care-   care of chronic illness, such as diabetes, heart disease and HIV/AIDS-   prescriptionsUnity Care NW’s dental program provides services for all ages. We focus on early screening for children and sealants for school-age children. Dental services include:*Dental Services:*-   X-rays-   Exams-   Cleanings-   Sealants-   Fluoride treatment-   Fillings (restorative care)-   Removing teeth (extractions)-   Information on how to care for your teeth*Behavioral Health Services:*Mental and emotional health is an important part of overall health. Our behavioral health providers work closely with your PCP. Working together with you, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, post-traumatic stress disorder, smoking cessation and chronic conditions.*Payment options:*Unity Care NW accepts Healthy Options, Medicare, Medicaid, the Basic Health Plan, DSHS , and most private insurance. For people who do not have insurance, we discount our charges on a sliding fee scale based on household size and income. No one is ever denied services because of an inability to pay.",,"Community Mental Health Resources, mental health, mental, counseling, counselor, therapy, crisis, behavior, behavioral health, evaluation, depression, anxiety, suicide, RSN, psychologist, psychiatrist, ADD, ADHD, divorce, separation, stress, crazy, strange, bipolar, manic depression, psychosis, eating disorders, obsessive compulsive disorder, panic attacks, panic disorders, schizophrenia, mood disorders, infant mental health, PCIT, parent child interactive therapy, grief, grieving, emotional, therapist, family therapy, relationship therapy, marriage therapy, parent child therapy"
6218,2452,,Children's Dental Clinics,,"Provides dental services for children, accepts Apple Health (Medicaid) and may offer sliding fee for the uninsured.",http://www.interfaithchc.org/services/dental/,,active,,,,,,,958,,,,,,3,Informational,Active,,,"Children's Dental Clinics, dentist, children, child, kid, kids, dentists, flouride, flouride treatment, varnish, cavity, oral, filling, cleaning, tooth, teeth, ache, rotten, extract, pull, baby teeth, bottle decay, abscess, baby teeth, dentist for my kids, dental"
6368,2496,,Substance Abuse Treatment,,Substance abuse treatment programs.,https://www.assesstreat.com/bellingham/,,active,,,,,,,,,,,,,3,Informational,Active,,,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
6383,2511,,Substance Abuse Treatment,,Substance abuse treatment programs.,https://www.belairclinic.com,,active,,,,,,,,,,,,,3,Informational,Active,,,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
15756,2511,,Substance Abuse Resources,,Support groups and parent resources to prevent drug and alcohol use in adults & children.,,,active,,,,,,,,,,,,,,Informational,,,,"Substance Abuse Resources, substance abuse resources, alcohol, recover, recovery, substance abuse, drugs, drug, addict, addiction, alcohol, alcoholic, alcoholism, withdrawal, drink, drinking, use, using, high"
6388,2516,,Substance Abuse Treatment,,Substance abuse treatment programs.,https://www.bridgestreatment.com,,active,,,,,,,,,,,,,3,Informational,Active,Statewide: No,,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
6389,2517,,Substance Abuse Treatment,,Substance abuse treatment programs.,https://www.bridgestreatment.com,,active,,,,,,,,,,,,,3,Informational,Active,,,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
6459,2581,,Community Mental Health Resources,,Provides counseling & behavioral health services and accepts Apple Health (Medicaid). Some clinics may offer a reduced rate or sliding fee scale. Please call for more details on specific services.,https://lwrtc.org/services/medical-services/,,active,,,,,,,,,Behavioral Health,,,,3,Informational,Active,Statewide: No,,
6460,2581,,Substance Abuse Treatment,,"Substance abuse treatment programs. Offers inpatient, outpatient, and community based services.",https://lwrtc.org/services/medical-services/,,active,,,,,,,,,,,,,3,Informational,Active,Statewide: No,,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
6466,2587,,Substance Abuse Treatment,,Substance abuse treatment programs.,https://www.lummi-nsn.gov/Website.php?PageID=671,,active,,,,,,,,,,,,,3,Informational,Active,"Agency_Languages: english, spansih",,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
6492,2609,,Substance Abuse Treatment,,Offers substance use treatment services to the Nooksack Tribal community and other Native Americans living in the area.,https://nooksacktribe.org/departments/health/alcohol-chemical-dependency/,,active,,,,,,,,,Behavioral Health,,,,3,Informational,Active,,,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
