Agency_Id,Program_Id,ProgramContact_ProgramContact,ProgramSystem_LastUpdatereviewDate,ProgramOption_Status,ProgramSystem_Name,ProgramSystem_Description,ProgramSystem_TypeOfFees,ProgramSystem_DocumentsRequired,ProgramSystem_Eligibility,ProgramSystem_ApplicationintakeProcess
9120,4494,"[{""Contact_Id"":3105}]",2022/02/14,"[""Active""]",Community Trades and Careers,"Helps adults with developmental, intellectual or behavioral health diagnosis obtain and maintain employment within their communities. Works to understand each job seekers talents, skills and abilities and matches them with employers.Fast Track to Employment:Helps low income clients secure long term employment. Participating clients will receive access to an employment specialist and case manager, as well as continued support over the course of the program.",Vary.,,"Adults with one or more developmental, intellectual or behavioral health diagnosis.Fast Track to Employment: Must be receiving TANF or SNAP.",Call or visit website.
9120,5897,"[{""Contact_Id"":3105}]",2022/02/14,"[""Active""]",Geriatric Transitions,Helps adults with challenging behaviors transition from a hospital to a long term care facility. Team supports successful community placements and aims to prevent hospital readmission. Geriatric Consultants work with adults to create a plan based on a detailed assessment that helps both the individual and the facility.,WA Apple Health (Medicaid).,,"adults with serious mental illness, dementia, mood disorder or other neurological disorders. Eligible adults also have challenging behaviors which are a barrier to hospital discharge OR their long term care facility placement is at risk due to challenging behaviors.",Call.
9120,6016,"[{""Contact_Id"":3105}]",2022/02/14,"[""Active""]",Health Homes,"Supports individuals who have serious chronic conditions and more than one medical or social service need. Care coordinators meet with individuals to assist in developing a health action plan. The care coordinators stay in touch with individuals and the agencies that support them to keep things moving forward. If individuals go in and out of the hospital, the care coordinators assist in planning transitions.",None.,,Have Medicaid and/or Medicare coverage Have a serious chronic condition Are at risk for a second one Have a serious health issue that typically requires more than one service provider.,Call.
9120,8120,"[{""Contact_Id"":3105}]",2022/02/14,"[""Active""]",Caregiver Training,Provides an intensive training program in both basic and continuing education for certified caregivers. Training program is state approved. Onsite and online training available.,Vary.,,Those interested in becoming a certified caregiver.,Call or visit website.
9120,12852,"[{""Contact_Id"":3105}]",2022/02/14,"[""Active""]",Supported and Community Living,"Offers a variety of residential programs designed to allow individuals with disabilities to live in a community setting.  Participants live semi-independently in their own homes – houses or apartments – and have the opportunity to select their own menus, do or help out with their own cooking, and make decorative choices about their homes. Also helps assist with medications, coordinate and provide transportation for health care, provide support for finances, facilitate relationships with family and friends, and support involvement with social and recreational activities.","Medicaid and private pay arrangements are accepted. If state paid, referrals are through Developmental Disabilities Administration.",,"Accepts individuals with physical, emotional or behavioral challenges.",Call or visit website.
9120,16398,"[{""Contact_Id"":3105}]",2022/02/14,"[""Active""]",Recovery Services,"Provides individualized treatment plans; DUI and Chemical Dependency Assessments; Outpatient Services; Intensive Outpatient Services; Alcohol and Drug Information School; Individual and Group Therapy; Help with family and personal conflicts; and Connection with legal, employment, and family services as needed.",WA Apple Health (Medicaid); Private Pay.,,Vary.,Call or visit website.
9120,16823,"[{""Contact_Id"":3105}]",2022/02/14,"[""Active""]",Behavioral Health,"Provides a wide-range of behavioral health care services such as substance use, depression or anxiety, the first stages of dementia or more acute, severe mental illness. Treatment is integrated.",WA Apple Health (Medicaid).,,No restrictions.,Call or visit website.
9140,325,"[{""Contact_Id"":460}]",2021/12/28,"[""Active""]",Education and Outreach Program,"Coordinates educational activities and recruits volunteers.  Presenters are available to speak about issues of domestic violence, sexual assault, crisis intervention, and more.  People with good communication skills and an interest in working with people are invited to volunteer.  Volunteers are given training and supervision to prepare them to work in the areas of domestic violence or sexual assault.",None.,,Call for more information on eligibility requirements.,Call for more information or visit www.dvsas.org
9140,6337,"[{""Contact_Id"":460}]",2021/12/28,"[""Active""]",Domestic Violence Program,"Offers support, advocacy, and information to those affected by an abusive relationship.  Abuse may be physical, emotional, and/or sexual.  Services are available in Spanish, and translation is available for all other languages.  Services are available to teens and children and outreach services available to rural communities.  Confidential shelter housing is available.",None.,,Any person impacted by domestic violence.,Call for more information.
9140,9215,"[{""Contact_Id"":460}]",2021/12/28,"[""Active""]",Sexual Assault Program,"Provides advocates who offer emotional support and info/referral regarding reporting of the assault and available resources.  Advocates accompany victims to the hospital and to court; assist clients in their interview with law enforcement officers, and serve as a buffer between clients and other agencies, and provide ongoing support.  There are support groups for both primary and secondary victims. Groups are available for women or men.",None.,,"Anyone affected in any way by sexual assault, victims and secondary victims (their families, loved ones).",Call for more information.
9140,10956,"[{""Contact_Id"":460}]",2021/12/28,"[""Active""]",Sex Trafficking & Sexual Exploitation Advocacy,"Provides advocates who offer emotional support, information and resources for those who are experiencing sex trafficking or sexual exploitation.",None.,,Anyone who is experiencing sex trafficking or sexual exploitation.,Call for more information.
9229,4252,"[{""Contact_Id"":2768}]",2022/03/03,"[""Active""]",Home Rehabilitation Program,"Provides low-interest loans for the rehabilitation of one- to four-unit family residences. Provides financial counseling, technical assistance, and loans to property owners. Loan repayments can be deferred.Loans are due in full upon sale, transfer of title, or change of use of occupancy. Also provides:-  Inspection to determine needed health, safety and deferred maintenance repairs-  Preparation of scope of work-  Assistance in bid solicitation, contractor selection and contract preparation-  Assistance in construction oversight-  Information on lead-based paint hazards",None.,,Must be occupied by owner households with incomes at or below 80% of the median income of Whatcom County.,Call or visit website.
9229,14862,"[{""Contact_Id"":2768}]",2022/03/03,"[""Active""]",Planning and Community Development,"Guides and regulates community growth and development in a manner that protects environmental resources, enhances quality of life, promotes distinctive neighborhoods and a healthy downtown and involves citizens in the decisions that affect them.",Vary.,,Vary.,Call or visit website.
9229,20072,"[{""Contact_Id"":2768}]",2022/03/03,"[""Active""]",Utility Bill Reduced Rates,"Offers reduced rates for water, sewer and storm water utilities provided by the City of Bellingham. Households can receive a 25-75% reduction depending on income.",None.,Proof of age or disability.,"Customers living in a residence receiving a separate City of Bellingham water or sewer bill Must have and annual household income of $42,043 or less and meet one of the following two requirements:-  Adults ages 62 and older-  Adults receiving permanent Social Security Disability payments",Call or fill out application form on website.
9310,3127,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Home Repair Loan Program,Assists low and moderate income Bellingham City residents in making repairs to their homes with 0% and low interest loans.,Vary.,,Vary.,Call.
9310,5000,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Maple Alley Inn Meal Program,"Serves a full nutritious hot meal for homeless, low-income, or other persons in need out of two locations in Bellingham.",None.,,None.,None.
9310,5414,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Voucher - Showers,Shower vouchers are available to those with no access to other facilities. Vouchers can be used at the YMCA.,None.,,Those who have no access to other facilities.,Call.
9310,5588,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",School Supply Bank,Community donations provide school supplies for children who are homeless or in very low-income families.,None.,,Children who are homeless or in very low-income families.,Call.
9310,5743,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Financial Literacy and Renter Education (F.L.A.R.E.),"Financial Literacy and Rental Education (F.L.A.R.E.) is a series of FREE classes designed to increase adults’ knowledge of their individual money habits and attitudes, saving strategies, tracking spending, budget skills and credit along with the basic skills to become a competent renter. F.L.A.R.E. counts as a WorkFirst activity for TANF participants.",None.,,None.,Call.
9310,5879,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Weatherization Plus Health,"Identifies indoor air quality improvements for a home, including mold and moisture reduction, pest mitigation and air quality improvements that can  help reduce asthma triggers and improve indoor environments.",None.,,Home owners as well as Renters. Renters need landlord's approval. Must meet income guidelines.,Call.
9310,5998,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Information and Referral,Provides information and referral on community resources for Whatcom County residents.,None.,,None.,Call.
9310,6098,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Housing and Essential Needs (HEN),"Housing and Essential Needs (HEN) may provide non-cash housing and other assistance for recipients of DSHS Medical Care Services (MCS).  Housing and Essential Needs Grant Funds Grant funds can only be used to support HEN eligible clients that qualify as homeless or at-risk of homelessness.  Allowable financial assistance for housing may include monthly rent, overdue rent, security deposit, and service animal deposits.  Utilities assistance is limited to electricity, natural gas, sewer, water, garbage, and utility deposits.  Essential Needs Essential Needs assistance includes help with obtaining personal health and hygiene items (such as toothpaste, shampoo, toilet paper), cleaning supplies (such as laundry and dish soap), and bus passes.  Assistance cannot be provided through gift cards, vouchers, or certificates.  All HEN clients are eligible to receive essential needs assistance.",None.,,Vary.,Call.
9310,7768,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Weatherization Assistance Program,"The Weatherization Assistance Program installs insulation, weather stripping, caulking, etc., to help increase the energy efficiency and comfort of the homes of eligible low-income people. The Home Repair Loan Program provides health and safety related home repairs for low-income homeowners. Repairs might include plumbing, electrical, wheel chair ramp, etc.",Most services are provided without charge.,,"Low income homeowners/renters in Whatcom, San Juan and Island Counties.  Apply through Energy Assistance Program.",Call.
9310,8585,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Head Start and ECEAP,"Provides a comprehensive child development program for low-income children. Centers located in Bellingham, Blaine, Ferndale, Deming, Sumas, and Nooksack. Programs include:-  A school readiness, literacy, and math-based early childhood education program-  Individual Education Plans for every child-  Individualization for students with disabilities-  Interpreter support for dual language learners-  Family Support Services and Family Engagement opportunities-  Breakfast, Lunch, and Snack are provided-  Both full and part-day options",None.,,Families with children ages 3-5 as well as prenatal services.,Call.
9310,8671,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Basic Food Education and Outreach,Provides information and direct application support that can help families and individuals obtain food stamps.,None.,,Low-income families and individuals.,Call.
9310,10153,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Homeless Housing Programs,Provides short-term. transitional housing and case management for households experiencing homelessness.,None.,,For persons experiencing homelessness.,Call.
9310,11655,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Child Care Resource and Referral,"Child Care Resource and Referral provides families with information, education, and referrals to help them choose a licensed child care provider who will fit their needs. CCRR also works to recruit, train, and retain child care providers and establish a high standard of quality for child care options available in the community. Child care subsidies are available for families who are homeless or in emergent need.",None.,,None.,Call.
9310,12705,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Community Resource Center,"Connects people with community resources to help meet basic needs such as food and housing; including requests for emergency shelter, rental assistance, referrals for affordable housing and problem solving help with landlord/tenant issues.",None.,,Vary.,Call.
9310,13525,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Energy Assistance Program,"Offers bill assistance to eligible households for their home heating and energy bills. Households must be income eligible to receive assistance.  Depending on the time of year, they may help with the electricity, natural gas, propane, heating oil, and wood bills. Households can receive assistance once from each program during program year.  A very limited number of crisis appointments are available on a weekly basis.  To qualify for a crisis, you must be facing disconnection within the current week or without heat (less than 10% propane/oil, or less than 7-day supply of wood).  ",None.,,Income restrictions apply.,Call.
9310,14144,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Early Support for Infants and Toddlers,"Helps children ages birth to 3 with developmental delays or disabilities to be active and successful during their early childhood years and in the future.Early intervention services may include, but are not limited to:-  Specialized instruction-  Speech therapy-  Occupational therapy-  Physical therapy",None.,,Children from birth up to age 3 with developmental delays or disabilities.A child must have a 25 percent delay in one or more of the developmental areas. A child may also be eligible if he or she has a physical or mental condition such as Down Syndrome that is known to cause a delay in development.,Call.
9310,14661,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Emergency Child Care Voucher,Provides short-term emergency assistance to help families pay for high-quality child care in a licensed child care center or licensed family home.,None.,,Vary.,Call.
9310,19078,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Rental Assistance Program,Provides rental assistance to residents of Whatcom County who are experiencing financial hardship directly or indirectly due to the COVID-19 outbreak and meet additional eligibility requirements.,None.,Proof of income; Documentation of housing instability; Rental Agreement.,"Income is at or below 80% of the Area Median Income over the past 60 days; Experiencing financial hardship directly or indirectly due to the COVID-19 outbreak that threatens the household’s ability to pay the costs of rental property when due; or at risk of experiencing homelessness or currently experiencing housing instability (at risk of losing housing, late on rent, late on utilities , unsafe or unhealthy living conditions, etc.)",Call or visit website.
9310,19086,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Statewide Health Insurance Benefit Advisors (SHIBA),"Offers a confidential, and impartial Medicare counseling resource sponsored by the Washington State Office of the Insurance Commissioner. SHIBA advisors can help with:-  Understanding the various aspects of Medicare such as benefits, enrollment, costs, plan differences, and more.-  Evaluating, comparing, and enrolling in options available in Whatcom County as approved by the Office of the Insurance Commissioner.-  Screening and enrolling in cost-saving programs such as Extra Help, Medicare Savings Programs, and prescription assistance options.-  Reporting fraud, complaints, grievances, and appeals to the insurance commissioner or your insurance company.",None.,,Must be a resident of Whatcom County.,Call or fill out an online form to request an appointment.
9310,19569,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Furnace Repair and Replacement,"Provides furnace repair and replacement to owner occupied homes in Whatcom, Island, and San Juan counties that are LIHEAP eligible.  Projects are coordinated by staff at Opportunity Council and use qualified area contractors to complete the work. Typical work includes repairing or replacing air handlers, baseboards, wall heaters, furnaces, and venting systems. Please note that we do not offer duct cleaning. Determining whether a project is a repair or replacement is at the discretion of program staff and contractors. Interested homeowners should contact the energy line for more information.",None.,,Vary.,Call.
9310,19772,"[{""Contact_Id"":2497}]",2022/06/01,"[""Active""]",Cold Weather Shelter Hotline,Provides information for night-by-night Winter shelter availability.,None.,,None.,Call.
9388,4004,"[{""Contact_Id"":3737}]",2021/10/04,"[""Active""]",Volunteer Clearinghouse,"Links volunteers of all ages who want to contribute their talent and time to partner organizations - schools, health care facilities, government agencies, and a wide range of nonprofits throughout Whatcom County.",None.,,Restrictions vary by opportunity.,Call for more information.
9388,8347,"[{""Contact_Id"":3737}]",2021/10/04,"[""Active""]",Volunteer Chore Program,"Volunteers help low-income older adults and disabled individuals with basic household chores to help them live independently in their own homes. Provides basic services such as house cleaning, laundry, shopping, transportation, yard care, and minor household repairs to eligible individuals.",None.,,"Low-income disabled adults and adults ages 60 and older who are not eligible for the contracted (state paid) chore services, or who are without family or friends who are able to provide them with needed assistance.",Call for more information.
9396,156,"[{""Contact_Id"":15}]",2022/07/11,"[""Active""]",Mediation,"Mediation is an opportunity for people to have conversations and come to resolutions around the things that matter most to them. It's confidential, safe, effective, and open to anyone in Whatcom County.  When you have a conflict and need help coming to an agreement, simply give us a call.  At this time you can speak directly and confidentially to one of our case managers, ask questions, and get information about what to expect. If you choose to try mediation, we will contact the other party and assess their willingness to participate. With their consent, we will move forward to convene a mediation session for a day and time that works for both of you.  Our mediation services include small claims, community, commercial, foreclosure, family, youth, and parent-teen.","As a nonprofit community mediation center, all of our mediation fees are based upon a sliding scale. Someone will not be turned away regardless of ability to pay.",,Anyone in Whatcom County.,Call or visit website.
9396,6223,"[{""Contact_Id"":15}]",2022/07/11,"[""Active""]",Youth Program,"The WDRC offers strength-based training designed to provide conflict resolution, communication, problem-solving, and de-escalation skills to youth.  Students learn to recognize the root of conflict, strategies for resolving conflict, individual triggers, and physiological responses to anger.  In our workshops, youth get the chance to practice active listening techniques, assertive speaking, and collaborative problem-solving skills.  At the high school level, our trainings address the social context of violence including gender expectations, stereotypes, power and control, and how to be an ally. Our trainings are designed to be flexible and adaptable to the needs of individual students.  The following trainings are offered in partnership with local schools, community agencies, and juvenile court and can be tailored to address additional topics based on your needs.  The WDRC Youth Program has been providing workshops in K-12 schools, Juvenile Justice, and community settings since 2001.  Our primary workshops are Healthy Choices (for girls grades 5-12), Facing Conflict (for boys grades 5-12), and Dealing with Conflict (for youth grades 5-12).","Scholarships, payment options and sliding scale fees available. Someone will not be turned away regardless of ability to pay.",,Available to all youth in Whatcom County.,Call or visit website.
9396,9145,"[{""Contact_Id"":15}]",2022/07/11,"[""Active""]",Facilitation,"Designs and facilitates small and large group processes. This customized support helps to ensure all group members can participate fully in a safe and productive environment, while at the same time helping the group achieve its designated vision and goals. Groups and organizations use our facilitation services to guide meetings in which emotions may run high or important decisions need to be made. We have provided facilitation services for organizational boards, work departments, extended families, individuals in shared living environments, community meetings, and more.",Vary.,,"Open to all groups, organizations, departments, boards, extended families, and community meetings in Whatcom County.",Call or visit website.
9396,10903,"[{""Contact_Id"":15}]",2022/07/11,"[""Active""]",Training,Offers a variety of conflict resolution and communication trainings including regularly scheduled community trainings open to all. Also offers custom trainings for organizations and businesses.  ,"Scholarships, payment options and sliding scale fees available. Someone will not be turned away regardless of ability to pay.",,Anyone in Whatcom County.,Call or visit website.
9396,12136,"[{""Contact_Id"":15}]",2022/07/11,"[""Active""]",Conflict Coaching,"Supports peoples’ ability to engage in, manage, or productively resolve conflict. In this process, case managers will work one-on-one with a client experiencing conflict with another person. Conflict coaching enables the client to talk about the conflict with a neutral third party, consider options for managing the conflict, design an approach to discuss the conflict with the other person, practice communication techniques, and support people to find clarity in conflict and leave with a sense of next steps to take.","As a nonprofit community mediation center, all of our mediation fees are based on a sliding scale. We will not turn anyone away regardless of ability to pay.",,Anyone in Whatcom County.,Call or visit website.
9396,13802,"[{""Contact_Id"":15}]",2022/07/11,"[""Active""]",Supervised Visitation,The WDRC’s Supervised Visitation Program provides a positive and safe place for parents and children to visit with one another. Supervised visitation is contact between a non-custodial parent and the child(ren) in the presence of a third person responsible for observing and ensuring the safety of those involved.,"At this time, there is no required fee, but the WDRC requests donations for this underfunded program.",,"Whatcom County court-ordered supervised visitation Self-referral on a case-by-case basis The program accepts eligible cases which it is equipped to serve, and reserves the right to decline cases.",Call or visit website.
9396,19709,"[{""Contact_Id"":15}]",2022/07/11,"[""Active""]",Eviction Resolution Pilot Program (ERPP),"The ERPP can help stabilize housing, empowering tenants and landlords to make decisions themselves. Dispute Resolution Centers (DRCs) help landlords and tenants to talk and solve issues, and also to access resources including rental assistance and legal information. The landlord and tenant may be able to access rental assistance, create a rent payment plan, or create a move out plan without going to court.",None.,,None.,"Call, email, or visit website."
9443,4732,"[{""Contact_Id"":2383}]",2021/11/22,"[""Active""]",Behavioral Health Counseling,"Provides mental health and substance use disorder therapy at home or via telehealth. Can assist with issues such as depression, anxiety, troubled relationships, or drug or alcohol use.","Medicaid through Amerigroup, Community Health Plan of Washington (CHPW), Molina, or United Healthcare.Not able to accept Medicaid fee-for-service, Coordinated Care, Medicare, private pay, or private insurance.",,Focuses on serving adults and people with disabilities.,Call or visit website for more information.
9443,5415,"[{""Contact_Id"":2383}]",2021/11/22,"[""Active""]",Aging & Disability Resources,"Provides information about accessing a wide variety of services and programs such as property tax deferrals, powers of attorney, living wills, advance directives, transportation, and parking permits for people with disabilities. Maintains a comprehensive list of boarding homes, assisted living facilities, adult family homes, nursing homes, and respite care facilities. Offers information about Medicaid long term care coverage and the application process. Provides information and guidance on obtaining in-home support services for seniors and people with disabilities who need assistance.",None.,,Focuses on serving older adults and people with disabilities.,Call or visit in person.
9443,5589,"[{""Contact_Id"":2383}]",2021/11/22,"[""Active""]",Care Coordination,"Helps individuals with serious and complex health care challenges to navigate large health care systems and find the resources they need. Improves coordination of medical and social services needs such as long-term care, mental health, medical specialists, and housing. Assists with such activities as: transition planning when leaving a hospital or care facility; referral to community and social supports, such as transportation and food resources; and coordinating better communication between your medical providers, family, and other caregivers.",Vary.,,Individuals with serious and complex health care challenges,Call or visit website.
9443,10164,"[{""Contact_Id"":2383}]",2021/11/22,"[""Active""]",Medicaid Transportation,"Provides transportation to covered medical services for Medicaid clients. Public transportation, such as the bus, must be used before other forms of transportation. If the bus cannot be taken for mobility reasons, or if bus service is not available in a client's area, helps with other transportation such as: Gas vouchers; van/taxi (may be grouped with others); group shuttle; ferry fares; intercity bus; wheelchair accessible vehicles; and air fare/water taxi (San Juan County).After-hours transportation assistanceProvides rides home from the Emergency Room when the office is closed. Medical staff must contact (360) 733-8294. All other trips must be pre-arranged.",None.,,Medicaid recipients.,Call with a minimum of two business days notice for assistance.  Accepts requests up to 30 days in advance.  For urgent care please have medical provider call.
9443,14146,"[{""Contact_Id"":2383}]",2021/11/22,"[""Active""]",Family Caregiver Support Program,"Provides information, assistance, and support to unpaid family caregivers. Helps caregivers find reference materials, coordinate services, and provide follow-up support. Caregiver Consultants are available to provide in-home training and support. Consultants include nurses, occupational therapists, nutritionists, and counselors. Offers training for various needs, from Fundamentals of Caregiving to Alzheimer’s Disease training. Respite Care:Provides a break for caregivers who need to be away for anywhere from a few hours to two weeks. Care is provided by qualified professionals, and may be provided in the home, in a nursing facility, in an assisted living facility, or through an adult day service program.",None.,,"Unpaid family caregivers in Island, San Juan, Skagit, and Whatcom counties.",Call or visit website.
9480,7801,"[{""Contact_Id"":1297}]",2021/12/02,"[""Active""]",Job Search Assistance,"For job seekers, the career center features a resource computer, coaching and consultation in job search, interviewing, resume construction and assessment of career interests. For employers, the career center offers assistance in developing job descriptions and pre-screening of qualified candidates.",None.,,None.,Visit online or in person.
9480,10168,"[{""Contact_Id"":1297}]",2021/12/02,"[""Active""]",WIOA Programs,"Programs for eligible young adults, adults, dislocated workers, and displaced homemakers. All programs provide career counseling and support to overcome barriers to employment. Employment plans, services and objectives are specific to the individual’s circumstances and needs. Employment plans may include attaining a high school diploma or GED, build basic literacy skills, develop or upgrade work skills, gain work experience or on-the-job training, achieve certification or required formal training.",None.,,None.,Call or visit in person.
9551,1279,"[{""Contact_Id"":643}]",2022/08/25,"[""Active""]",Behavioral Health Services,"Offers behavioral health services that are integrated with medical care as well as traditional counseling and psychiatric services.Helps address concerns as depression, anxiety, post-traumatic stress disorder, smoking cessation, substance use, and chronic conditions.","Accepts most major insurance plans, including Medicare and Medicaid. Sliding scale fees available for people without insurance based on family size and income.",,Call.,Call.
9551,6831,"[{""Contact_Id"":643}]",2022/08/25,"[""Active""]",Medical Services,"Provides primary and preventive health care.  Offers a full range of family practice and urgent medical services including: Well-child exams; Immunizations; Women’s health care; Reproductive health and contraception; Behavioral health care; Care of chronic illness, such as diabetes, heart disease, and HIV/AIDS; Sexually-transmitted disease testing and treatment.  Operates an in-house pharmacy and on-site testing and laboratory services for clients only.","Accepts most major insurance plans, including Medicare and Medicaid. Sliding scale fees available for people without insurance based on family size and income.",,Call.,Call.
9551,11163,"[{""Contact_Id"":643}]",2022/08/25,"[""Active""]",Dental Services,Provides dental care for children and adults including emergency care for those experiencing pain or swelling. Focuses on serving children. Dental services for children include: Exams; Cleanings; X-rays; Sealants; Fluoride applications; Oral hygiene instruction.,"Accepts most major insurance plans, including Medicare and Medicaid. Sliding scale fees available for people without insurance based on family size and income.",For emergency dental care bring a list of medications client is currently taking.,Focuses on dental services for children.  Prioritizes the following adult populations: Pregnant women; Parents of our pediatric patients; Our established pediatric dental patients once they reach adulthood; People living with HIV; Developmentally disabled patients; Adults with dental emergencies.,Call.
9599,129,"[{""Contact_Id"":2960}]",2022/03/07,"[""Active""]",Senior Activity Center,"Coordinates wellness programs for seniors including strength and balance classes for fall prevention, strength training classes, Tai Chi, dancing, walking and hiking groups, flu shot clinics, and a variety of other classes and activities. Additional activities include art, computer skills, current events, dancing or socializing with friends.Members also receive access to WIFI and and Internet at the center",$15 per quarter or $50 per year. Scholarships are available.,,Adults ages 50 and older.,Call or visit in person to register
9599,9135,"[{""Contact_Id"":2960}]",2022/03/07,"[""Active""]",Senior Community Meals,"Offers older adults the opportunity to connect with each other while enjoying a delicious, nutritionally balanced meal. Coordinates eight meal locations throughout Whatcom and San Juan Counties. Continues to offer bags of frozen “To-go” meals in Whatcom County.",Suggested donation of $5.00 per meal for eligible seniors. All donations are confidential and no one is denied a meal if unable to contribute.Anyone who is under 60 will be asked to pay the full cost of the meal. This is currently $8.50.,,Individuals 60 and older.,"Call, visit website or visit in person."
9599,10893,"[{""Contact_Id"":2960}]",2021/03/01,"[""Active""]",Meals on Wheels,Delivers nutritionally balanced meals to homebound individuals age 60 and over in Whatcom and San Juan Counties.  Meals are provided on a donation-only basis. Every meal meets at least one third of a senior’s daily nutritional requirements. Up to seven meals are provided each week. Meals are usually delivered once per week.,Meals are offered on a donation-only basis. Suggested donation is $3-$5.All donations are confidential and no one is denied a meal if unable to contribute.,,Adults ages 60 and older who are homebound due to illness or disability and have difficulty preparing meals. Some members of the household  may also be eligible.,Call or visit website.
9599,12126,"[{""Contact_Id"":2960}]",2022/03/07,"[""Active""]",Healthcare Services,"Smiles for LifeElder Care Dental Hygiene Services offers a monthly oral hygiene program. Services include: oral health evaluations, cancer screening, and routine and deep cleanings. Massage Therapy“Aah, Massage!” provides table or chair massage for $1.00/minute. Sign up at the Front Desk and come a bit early to the first session for pre-interview.Low Vision Support GroupHosts support group provided by the United Blind of Whatcom County. Hearing & Communication ConsultationsSign up for a free consultation for individuals, caregivers, and families to receive support and education to help communication in everyday life. Offered by Hearing Speech and Deaf Center. Foot CareStop by the Front Desk or call for an appointment with a Certified Foot Care Specialist.",Vary based on service.,,Adults ages 50 and older.,"Call, visit in person or website."
9601,155,"[{""Contact_Id"":3187}]",2021/09/02,"[""Active""]",Community Impact,"Solves local community issues in Education, Income, and Health. Using data from research on community issues we use tactics, fund programs, and work with a variety of groups to move the needle on specific community goals. Conducts an annual, community-wide campaign. Funds raised are allocated by a 45-member Citizens Review Committee to local programs working to solve issues in our goal areas in Whatcom County. United Way provides information but no direct services to consumers.",None.,,No eligibility requirements.,Call for information.
9614,916,"[{""Contact_Id"":305}]",2022/03/31,"[""Active""]",Food Bank,"Individuals and families are provided a pre-packed box of non-perishable canned and dry goods, according to household size. We also offer fresh and frozen produce, dairy products, meat, proteins, and bread. In addition, we will sometimes offer other items, such as baby food, vitamins, and vegetable starts, as available. Households can visit once per week.",None.,Must provide photo ID and proof of address at first visit.,For residents of east Whatcom County.,Visit in person.
9614,6700,"[{""Contact_Id"":305}]",2022/03/31,"[""Active""]",Mobile Food Pantry,"The Mobile Food Pantry provides visitors with a choice of fresh produce, dairy products, meat, proteins, canned foods, and dry goods.",None.,Must provide photo ID and proof of address at first visit.,Those living in service area.,Visit in person.
9641,3980,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Main Office,"Whatcom Community College offers associate degrees and certificate programs in academic and professional technical fields. Courses for self-development, job enrichment, and personal interests are also offered. Courses are available both during the day and in the evening.",Call or visit website for more information.,,All persons 18 years of age or older or high school graduates. High school juniors and seniors may enroll through the Running Start Program. Qualified students from other countries may enroll in academic classes or the college's Intensive English Language Program (IELP).,Call or visit website for more information.
9641,4523,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Library Services,"The WCC Library serves the research needs of WCC students, faculty, and staff, and has services for community members. It offers information literacy classes, research computers, reference help, and a collection of over 30,000 books, DVDs, and CDs. Also serves people online with a variety of electronic resources.",Call for more information.,,Call for more information.,Call for more information.
9641,4800,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Registration and Records Office,Registration for classes begins approximately one month before the quarter begins. Refer to the online registration calendar for important dates and information.,Call for more information.,,For students registering for school.,Call the office.
9641,5279,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Veterans Services,WCC offers degree programs approved by the Washington State Approving Agency for the enrollment of those students who are eligible under Veteran Administration (VA) Education Benefits programs. Eligible veterans and dependents of veterans must apply for admission to the college and should contact the WCC's VA office as early as possible before enrolling.  Staff in WCC's VA office submit applications for benefits to the Veterans Administration on behalf of students and certify their quarterly enrollments.,Call for more information.,,Call for more information.,Call for more information.
9641,10545,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]",Turning Point: A Life Transitions Workshop,The workshop facilitates participants in fostering self esteem and confidence building skills to help them effectively seek employment and/or training that leads them to economic stability.,None.,,Participants must be 18 years or older.,Call for assistance.
9641,12953,"[{""Contact_Id"":3200}]",2021/09/13,"[""Active""]","Advising, Career and Transfer Center","WCC's Career Center provides a wide variety of services to help students with career planning. Counselors are available by appointment and will help students on an individual or group basis with career exploration and up-to-date information. Students looking for a job can receive assistance in resume writing, interviewing, networking and other job readiness skills.",Call for more information.,,Call for more information.,Call for more information.
